,Source,Target,Weight,Type
33782,JohnBasham,ELakecounty,1,Directed
33783,CodeMonkeyZ,Dustin43168777,1,Directed
33784,SchmittNYC,DustDragon1,1,Directed
33785,JackPosobiec,Dusie7,1,Directed
33786,realDonaldTrump,DrummondTed,1,Directed
33787,ChuckCallesto,Driverd57,1,Directed
33788,JMichaelWaller,Drizella111,1,Directed
33789,RedWingGrips,Drizella111,1,Directed
33790,gatewaypundit,Drizella111,1,Directed
33791,AWeissmann_,Drj1962,1,Directed
33792,CodeMonkeyZ,Droomen1,1,Directed
33793,CodeMonkeyZ,DropTheMjolnir,1,Directed
33794,JebBush,DropTheMjolnir,1,Directed
33795,realDonaldTrump,DropTheMjolnir,1,Directed
33796,CodeMonkeyZ,DroppedmicAgain,1,Directed
33797,SaladinoShow,Droppsy,1,Directed
33798,gatewaypundit,Drs11110,1,Directed
33799,EmeraldRobinson,Drum747,1,Directed
33800,LLinWood,Drvizz1,1,Directed
33801,HowleyReporter,Dusan07,1,Directed
33802,9NEWSNANCY,DrwThereal,1,Directed
33803,HowleyReporter,DrwThereal,1,Directed
33804,gatewaypundit,Dryane18,1,Directed
33805,gatewaypundit,Dryoutube5,1,Directed
33806,LLinWood,DrzArtist,1,Directed
33807,OANN,Dscn1997,1,Directed
33808,realDonaldTrump,Dsdpropatria,1,Directed
33809,marklevinshow,Dshack7,1,Directed
33810,CarrollQuigley1,Dskierpat,1,Directed
33811,jsolomonReports,Dtaylor14423000,1,Directed
33812,TeamTrump,DtmInst,1,Directed
33813,novaeramidia,DuPaschoal,1,Directed
33814,realDonaldTrump,DuWayneWacha,1,Directed
33815,CodeMonkeyZ,DrivenByMyFaith,1,Directed
33816,DavidJHarrisJr,Drivebyu,1,Directed
33817,baseballcrank,DrinkswithF,1,Directed
33818,LeijoHeikinaro,Drinkerman,1,Directed
33819,HeshmatAlavi,Draygo81,1,Directed
33820,realDonaldTrump,DreKoThaProphet,1,Directed
33821,rising_serpent,DreThierry,1,Directed
33822,CodeMonkeyZ,DreadBobby1,1,Directed
33823,LLinWood,DreadBobby1,1,Directed
33824,NRO,DreadBobby1,1,Directed
33825,jennybethm,DreadBobby1,1,Directed
33826,CodeMonkeyZ,DreamRemnants,1,Directed
33827,gatewaypundit,DreamWe90194079,1,Directed
33828,gatewaypundit,DreamWeaver61,1,Directed
33829,BernardKerik,Dreambout45,1,Directed
33830,EmeraldRobinson,Dreambout45,1,Directed
33831,ChanelRion,Dreamer592,1,Directed
33832,LLinWood,Dreamland2016,1,Directed
33833,SidneyPowell1,Dreamland2016,1,Directed
33834,NikolovScience,DredgeItUp,1,Directed
33835,realDonaldTrump,DreidyDaniloAR,1,Directed
33836,jennybethm,DreilingLaw,1,Directed
33837,CodeMonkeyZ,Drew60267156,1,Directed
33838,EmeraldRobinson,DrewKalocai,1,Directed
33839,PAHouseGOP,DrewLegan_1,1,Directed
33840,RudyGiuliani,DrewSchaffer5,1,Directed
33841,EmeraldRobinson,Drewadams910,1,Directed
33842,LLinWood,Drewadams910,1,Directed
33843,realDonaldTrump,Drewadams910,1,Directed
33844,michellemalkin,Drfreeman777,1,Directed
33845,Ristachio,Dringcarol,1,Directed
33846,news_ntd,Du_BonJeu,1,Directed
33847,PAHouseGOP,Dualchgwp,1,Directed
33848,jerseydeanne,Duane54581034,1,Directed
33849,andrewbostom,Dukeof2020,1,Directed
33850,realDonaldTrump,DuketheICUNurse,1,Directed
33851,Ramnier,DulceMTostaR,1,Directed
33852,Ramnier,DulceMariaTosta,1,Directed
33853,MaihenH,DulceTosta,1,Directed
33854,realDonaldTrump,DulceTosta,1,Directed
33855,GavinWax,DullDianna,1,Directed
33856,HowleyReporter,DullDianna,1,Directed
33857,LLinWood,DullDianna,1,Directed
33858,Texasblue1,DullDianna,1,Directed
33859,charliekirk11,DullDianna,1,Directed
33860,TimRunsHisMouth,Dumbocracy_USA,1,Directed
33861,ParamjitGarewal,DumdumFrave,1,Directed
33862,KanekoaTheGreat,DumpsterJunqk,1,Directed
33863,gatewaypundit,DundonWayne,1,Directed
33864,gatewaypundit,DunhuangC,1,Directed
33865,JDRucker,DunknMaNutts17,1,Directed
33866,AWeissmann_,Dupe1970,1,Directed
33867,EricMMatheny,DuplerPat,1,Directed
33868,paulsperry_,DuplerPat,1,Directed
33869,realDonaldTrump,DupontM67160394,1,Directed
33870,realDonaldTrump,Dur3Robert,1,Directed
33871,marklevinshow,DuraE66,1,Directed
33872,EmeraldRobinson,DurhamMonk,1,Directed
33873,AOECOIN,DurleyRoberta,1,Directed
33874,realDonaldTrump,DurratChristine,1,Directed
33875,TheOfficerTatum,DurtcheDurtchem,1,Directed
33876,CodeMonkeyZ,Durty_Munky,1,Directed
33877,elisa1121,Dukeof2020,1,Directed
33878,marklevinshow,DukeTwanger,1,Directed
33879,AtlantaLuxRE,DuaneDrogitis,1,Directed
33880,LouDobbs,DukeTwanger,1,Directed
33881,CodeMonkeyZ,DuaneDrogitis,1,Directed
33882,OANN,DubemEmerenwa,1,Directed
33883,johnxdesouza,DubemMebud,1,Directed
33884,realDonaldTrump,DubielJennifer,1,Directed
33885,RealOmarNavarro,DubsMN82,1,Directed
33886,EmeraldRobinson,DucelaDucey,1,Directed
33887,DavidJHarrisJr,DuckFanbcs14,1,Directed
33888,RepMattGaetz,DuckFanbcs14,1,Directed
33889,SchmittNYC,DuckFanbcs14,1,Directed
33890,chuckwoolery,DuckFanbcs14,1,Directed
33891,merissahamilton,DuckFanbcs14,1,Directed
33892,realDonaldTrump,DuckFemocrats,1,Directed
33893,jennycohn1,DuclosJeanMarc1,1,Directed
33894,Atlantiso1,DudabugIAM,1,Directed
33895,realDonaldTrump,DudabugIAM,1,Directed
33896,JustTheNews,DudeIndependent,1,Directed
33897,jennycohn1,DudleyM,1,Directed
33898,LLinWood,DudleyMelynda,1,Directed
33899,Henri_F,DudshaDudsha1,1,Directed
33900,EmeraldRobinson,DueProcessKAG,1,Directed
33901,charliekirk11,DueProcessKAG,1,Directed
33902,DuffCabralt,DuffCabralt,1,Directed
33903,realDonaldTrump,Duffy6Brett,1,Directed
33904,gatewaypundit,DuffySavage,1,Directed
33905,realDonaldTrump,DugasJr,1,Directed
33906,GJ726,DuindamRj,1,Directed
33907,KanekoaTheGreat,DukeShoppe,1,Directed
33908,NetworksManager,ESH_GrannySue,1,Directed
33909,SidneyPowell1,ESMERAL61299910,1,Directed
33910,isonmayu,ESMERAL61299910,1,Directed
33911,realDailyWire,Eharlemfilm,1,Directed
33912,LLinWood,EdytheGVictor,1,Directed
33913,catturd2,Eegamt53,1,Directed
33914,HowleyReporter,Eenman1,1,Directed
33915,ScottFantasy,EffieGib,1,Directed
33916,realDonaldTrump,EffieGib,1,Directed
33917,ChuckCallesto,Effing_Frank,1,Directed
33918,SaraCarterDC,EfirdMark,1,Directed
33919,PamT817716,Efraino56,1,Directed
33920,MaihenH,Eframed,1,Directed
33921,realDonaldTrump,EgbonBigbros,1,Directed
33922,OANN,EggCanadian,1,Directed
33923,OANN,Egirl32118630,1,Directed
33924,EmeraldRobinson,EgregoreMusic,1,Directed
33925,SidneyPowell1,Ehctien,1,Directed
33926,allanldsantos,EduardoCaldasM2,1,Directed
33927,themarketswork,Ehctien,1,Directed
33928,EvanAKilgore,EichBomb,1,Directed
33929,ABC,EijaNiskanen1,1,Directed
33930,LLinWood,Eileen72294128,1,Directed
33931,charliekirk11,Eileen72294128,1,Directed
33932,Tessacan61,EileenBuck13,1,Directed
33933,gatewaypundit,EileenBuck13,1,Directed
33934,Braveheart_USA,EileenC96245740,1,Directed
33935,LLinWood,EileenC96245740,1,Directed
33936,CodeMonkeyZ,EileenDiana,1,Directed
33937,JDRucker,EileenDiana,1,Directed
33938,JordanSchachtel,EileenDiana,1,Directed
33939,LLinWood,EileenDiana,1,Directed
33940,RedWingGrips,EdyeSona,1,Directed
33941,OANN,EdwinaLightsey,1,Directed
33942,BowenXiao_,EdwinRankin,1,Directed
33943,TX_WalkerRanger,EdwinJa12324539,1,Directed
33944,paulsperry_,Edumacated_Fred,1,Directed
33945,JamesNavaCom,EdurneElizaldeA,1,Directed
33946,Ramnier,Eduuardo___,1,Directed
33947,JohnDoe1284495,Edward90480471,1,Directed
33948,EmeraldRobinson,EdwardALAMO11,1,Directed
33949,CodeMonkeyZ,EdwardBlack_17,1,Directed
33950,LLinWood,EdwardD94390229,1,Directed
33951,realDonaldTrump,EdwardNugent15,1,Directed
33952,EmeraldRobinson,EdwardP28829809,1,Directed
33953,RudyGiuliani,EdwardP28829809,1,Directed
33954,shortman5427,EdwardP28829809,1,Directed
33955,biddergalore,EdwardPDeRosa,1,Directed
33956,DonaB_55,EdwardRico68,1,Directed
33957,catturd2,EdwardRussl,1,Directed
33958,ACTBrigitte,EdwardSurett,1,Directed
33959,dochartdc,EdwardSurett,1,Directed
33960,poetWOAgun,EdwardSurett,1,Directed
33961,realDonaldTrump,EdwardW44890922,1,Directed
33962,charliekirk11,Edwardforgfc,1,Directed
33963,PAHouseGOP,Edwardjones19,1,Directed
33964,TrumpStudents,Edwardjones19,1,Directed
33965,realDonaldTrump,EdwardstxMark,1,Directed
33966,JoeShikhman,EdwardzSong2,1,Directed
33967,RepMattGaetz,Edwilliamsiii49,1,Directed
33968,EmeraldRobinson,EdwinBond12,1,Directed
33969,LLinWood,EdwinBond12,1,Directed
33970,kylenabecker,EdwinHanna3,1,Directed
33971,jessiprincey,EileenDiana,1,Directed
33972,marklevinshow,EileenDiana,1,Directed
33973,themarketswork,EileenDiana,1,Directed
33974,LLinWood,El_Conradical,1,Directed
33975,Ramnier,El_Patri0ta_,1,Directed
33976,danielchaitin7,El_lider_2017,1,Directed
33977,gatewaypundit,ElainaHarter,1,Directed
33978,BMFORAMERICA45,Elaine11765490,1,Directed
33979,CodeMonkeyZ,Elaine11765490,1,Directed
33980,crt39437,Elaine6342,1,Directed
33981,AWeissmann_,ElaineCalkins3,1,Directed
33982,jennycohn1,ElaineCalkins3,1,Directed
33983,FoxNews,ElaineFilly,1,Directed
33984,GaetzTakes,ElaineFilly,1,Directed
33985,RepMattGaetz,ElaineFilly,1,Directed
33986,gatewaypundit,ElaineH15563424,1,Directed
33987,PAHouseGOP,ElaineS88328940,1,Directed
33988,Routine127,ElaineTankersl1,1,Directed
33989,realDonaldTrump,ElaineTodd11,1,Directed
33990,NormLevy,Elaines72172172,1,Directed
33991,realDonaldTrump,ElchananLevy2,1,Directed
33992,CharlesPHerring,Elden_Laffoon,1,Directed
33993,bluestein,ElderGrizzly,1,Directed
33994,Kimbraov1,EldonStrom,1,Directed
33995,SexCounseling,EldonStrom,1,Directed
33996,JustTheNews,EldyBarreto,1,Directed
33997,ElectionsCan_E,Eleanor4Strath,1,Directed
33998,themarketswork,Eleanor99112143,1,Directed
33999,pnjaban,EleanorTrew,1,Directed
34000,ciara_52,Elecc_Autentica,1,Directed
34001,JohnBasham,ElectConserv,1,Directed
34002,LLinWood,El_Mas_GrandeRP,1,Directed
34003,senatormelendez,El_Batman_,1,Directed
34004,gatewaypundit,EileenHaag2,1,Directed
34005,realDonaldTrump,ElZoltar,1,Directed
34006,EvanAKilgore,EileenRibortone,1,Directed
34007,realDonaldTrump,EileenSollars,1,Directed
34008,SaraCarterDC,EileenWolf,1,Directed
34009,CodeMonkeyZ,EileneLK037043,1,Directed
34010,gatewaypundit,EileneLK037043,1,Directed
34011,HeathaT,Eilonwy24,1,Directed
34012,jbarro,Eilonwy24,1,Directed
34013,realDonaldTrump,EintheD1,1,Directed
34014,jennycohn1,Ejamiehodges,1,Directed
34015,ElectionsCan_E,Ejgoblue1,1,Directed
34016,realDonaldTrump,EjikeUgobestman,1,Directed
34017,realDonaldTrump,EjlDeplorable,1,Directed
34018,HeshmatAlavi,Ejmaenner,1,Directed
34019,ScottFantasy,Ek_dub,1,Directed
34020,TeamTrump,EkeneLolo,1,Directed
34021,realDonaldTrump,EkesonBiafra,1,Directed
34022,realDonaldTrump,ElChapo099,1,Directed
34023,ApokalypseBeard,ElChivina,1,Directed
34024,realDonaldTrump,ElFachoBOT1,1,Directed
34025,ChanelRion,ElKaBon25831304,1,Directed
34026,realDailyWire,ElKaBon25831304,1,Directed
34027,lamia_shawki369,ElPAARON,1,Directed
34028,RedWingGrips,ElPapiDelVroom,1,Directed
34029,realDonaldTrump,ElPlanetard1,1,Directed
34030,realDonaldTrump,ElSenorX,1,Directed
34031,CodeMonkeyZ,ElShaddai3171,1,Directed
34032,SchmittNYC,ElTenedor22,1,Directed
34033,MarleneFFL,EduardoJesusAn4,1,Directed
34034,realDonaldTrump,Eduardo71116637,1,Directed
34035,HowleyReporter,ESalvador21,1,Directed
34036,charliekirk11,EbbyLinkous,1,Directed
34037,LouDobbs,EarthBase3,1,Directed
34038,lindyli,Eartha2020,1,Directed
34039,DumondVince,EarthdogI,1,Directed
34040,EmeraldRobinson,Earthrain34,1,Directed
34041,EricMMatheny,Earthrain34,1,Directed
34042,HowleyReporter,Earthrain34,1,Directed
34043,news_ntd,EastTNSoldier,1,Directed
34044,realDonaldTrump,Easyecx,1,Directed
34045,rising_serpent,EatMeatLiveFree,1,Directed
34046,charliekirk11,Eavie1776,1,Directed
34047,charliekirk11,EbGuffey,1,Directed
34048,CodeMonkeyZ,EbbaW54433072,1,Directed
34049,RudyGiuliani,EbbyEbbyev,1,Directed
34050,LLinWood,Ebikai_Kanio,1,Directed
34051,realDonaldTrump,Eduardo22371407,1,Directed
34052,JamesNavaCom,Ecascoporro,1,Directed
34053,paulsperry_,Eccoscott,1,Directed
34054,cliffordlevy,EcoLogicalNet,1,Directed
34055,scontorno,Eco_Bryan,1,Directed
34056,LouDobbs,EconomySpark,1,Directed
34057,RealOmarNavarro,EconomySpark,1,Directed
34058,laurenboebert,EconomySpark,1,Directed
34059,EmeraldRobinson,Ecphb234,1,Directed
34060,EmeraldRobinson,Ecsullie,1,Directed
34061,HowleyReporter,Ecsullie,1,Directed
34062,PlaysTrumpCard,Ecsullie,1,Directed
34063,RudyGiuliani,EdAle331,1,Directed
34064,RepMattGaetz,EdAlexanderUSA,1,Directed
34065,HowleyReporter,EarsBrainMouth,1,Directed
34066,HowleyReporter,EarlyDavey,1,Directed
34067,EmeraldRobinson,EarlyDavey,1,Directed
34068,JDRucker,EarlyAutumnEve,1,Directed
34069,cravecreative,ESharp13,1,Directed
34070,realDonaldTrump,ET73452495,1,Directed
34071,paulsperry_,ETCJewelry,1,Directed
34072,realDonaldTrump,ETELED123,1,Directed
34073,CNN,ETNG9,1,Directed
34074,PAHouseGOP,EThomas1bo,1,Directed
34075,iheartmindy,ETimes123456,1,Directed
34076,nytimes,EUbiera_NYC,1,Directed
34077,David2723371229,EW_YHS,1,Directed
34078,ChuckCallesto,EXCIGARMAN367,1,Directed
34079,donaldrusso994,EXCIGARMAN367,1,Directed
34080,CodeMonkeyZ,EZhouses4u,1,Directed
34081,charliekirk11,EZhouses4u,1,Directed
34082,rising_serpent,EZhouses4u,1,Directed
34083,JDRucker,E__Strobel,1,Directed
34084,marklevinshow,E__Strobel,1,Directed
34085,HowleyReporter,EaFillion,1,Directed
34086,realDonaldTrump,EaRNiThree,1,Directed
34087,gatewaypundit,Eacor,1,Directed
34088,ElectionsCan_E,Eagle3568,1,Directed
34089,SidneyPowell1,EagleInNYC,1,Directed
34090,OANN,EagleInTheCloud,1,Directed
34091,ABC,Eaglehuang1,1,Directed
34092,LLinWood,Eanes182,1,Directed
34093,EmeraldRobinson,EarlWeeks6,1,Directed
34094,Rothbard1776,EarltheWarrior,1,Directed
34095,WashTimes,EarltheWarrior,1,Directed
34096,charliekirk11,EdBandari,1,Directed
34097,chuckwoolery,EdDale777,1,Directed
34098,gatewaypundit,EdDale777,1,Directed
34099,HeshmatAlavi,EdenJoiner,1,Directed
34100,rising_serpent,EdenJoiner,1,Directed
34101,SaraCarterDC,EdenLiu83077810,1,Directed
34102,realDonaldTrump,Edfleet75,1,Directed
34103,charliekirk11,EdgarQuintanaS1,1,Directed
34104,RepMattGaetz,EdgarRusi,1,Directed
34105,realDonaldTrump,EdgarRusi,1,Directed
34106,Ramnier,Edgar_torresa,1,Directed
34107,JasonMillerinDC,EdieYounce1,1,Directed
34108,charliekirk11,EdithConkey,1,Directed
34109,RudyGiuliani,EdithOrtu1,1,Directed
34110,POTUS_Trump_ESP,EdithRo48622682,1,Directed
34111,SaraCarterDC,EdithRousseau2,1,Directed
34112,CodeMonkeyZ,EdmonsonRev,1,Directed
34113,jessiprincey,EdmonsonRev,1,Directed
34114,realDonaldTrump,Edringer11,1,Directed
34115,gatewaypundit,EdsMony,1,Directed
34116,realDonaldTrump,Edson55456966,1,Directed
34117,JamesTodaroMD,EduEngineer,1,Directed
34118,MaihenH,EduGonz77,1,Directed
34119,RudyGiuliani,EduPlessis3,1,Directed
34120,KublaiK22711323,EduQuim101,1,Directed
34121,realDonaldTrump,EduRomano3,1,Directed
34122,realDonaldTrump,EduSG,1,Directed
34123,realDonaldTrump,EduSepulveda90,1,Directed
34124,Ant52529536Jose,Edualonso1977,1,Directed
34125,opropriofaka,Eduardo05038439,1,Directed
34126,Videversus,Eduardo18767484,1,Directed
34127,marklevinshow,EdenJoiner,1,Directed
34128,realDonaldTrump,EdelcyrG,1,Directed
34129,bennyjohnson,EdDennington,1,Directed
34130,realDonaldTrump,EdelPadronSosa,1,Directed
34131,DrPaulGosar,EdFlatbeded,1,Directed
34132,EmeraldRobinson,EdHandel1,1,Directed
34133,realDonaldTrump,EdHerold4,1,Directed
34134,CREWcrew,EdJarring,1,Directed
34135,CarlaChamorros,EdKramer14,1,Directed
34136,realDonaldTrump,EdMcQuade11,1,Directed
34137,CodeMonkeyZ,EdQRichards,1,Directed
34138,KelemenCari,EdQRichards,1,Directed
34139,RudyGiuliani,EdQRichards,1,Directed
34140,iheartmindy,EdSalazar12,1,Directed
34141,BillTufts,EdVenture9,1,Directed
34142,realDonaldTrump,EdWalsh3752,1,Directed
34143,CodeMonkeyZ,EdZakri,1,Directed
34144,KanekoaTheGreat,EdZakri,1,Directed
34145,themarketswork,EdZakri,1,Directed
34146,EmeraldRobinson,Ed_u_cat,1,Directed
34147,themarketswork,EdalatiRudy,1,Directed
34148,ChanelRion,Edawg2362,1,Directed
34149,realDonaldTrump,Edban71,1,Directed
34150,EpochTimes,Edc21Walton,1,Directed
34151,TheRealKeean,Eddie1771369,1,Directed
34152,OANN,EddieDickey4,1,Directed
34153,gatewaypundit,EddieDycus,1,Directed
34154,realDonaldTrump,EddieOBerry3,1,Directed
34155,OANN,EddieOakes1,1,Directed
34156,lindyli,EddieSSilver,1,Directed
34157,AOECOIN,Eddieprogop,1,Directed
34158,chuckwoolery,ExtremeCarnage1,1,Directed
34159,kawasoe0916,Extremers,1,Directed
34160,CodeMonkeyZ,GTFO_WTF_OMG,1,Directed
34161,realDonaldTrump,FrederickGale1,1,Directed
34162,charliekirk11,FredGeorge02,1,Directed
34163,EmeraldRobinson,FredJfw801,1,Directed
34164,gubbow,FredJfw801,1,Directed
34165,LLinWood,FredJon41882468,1,Directed
34166,LLinWood,FredLittle23,1,Directed
34167,realDonaldTrump,FredLopezA,1,Directed
34168,intheMatrixxx,FredSim32281378,1,Directed
34169,gatewaypundit,Fred_SAPO,1,Directed
34170,RealOmarNavarro,FredaFreda92,1,Directed
34171,maggmountains,FredaOu,1,Directed
34172,OprechtsNu,Freddy19831306,1,Directed
34173,realDonaldTrump,Freddyhidalgo51,1,Directed
34174,realDonaldTrump,Freddyorland,1,Directed
34175,CodeMonkeyZ,FreeAmericanMMP,1,Directed
34176,TrinaSolis17,FreeThinkerDona,1,Directed
34177,jennycohn1,FreeCitizen33,1,Directed
34178,gatewaypundit,FreeDem15,1,Directed
34179,abq_united,FreeEval,1,Directed
34180,gatewaypundit,FreeFannie,1,Directed
34181,GregRubini,FreeG94047697,1,Directed
34182,KarahaliosPC,FreeG94047697,1,Directed
34183,realDonaldTrump,FreeGatorade,1,Directed
34184,horowitz39,FreeNotWoke,1,Directed
34185,Bigbillshater,FreePat62,1,Directed
34186,ACTBrigitte,FreeThinkerDona,1,Directed
34187,CodeMonkeyZ,FreeThinkerDona,1,Directed
34188,HowleyReporter,FreeThinkerDona,1,Directed
34189,LLinWood,FreeThinkerDona,1,Directed
34190,RepMattGaetz,FredGeorge02,1,Directed
34191,RandPaul,FredGeorg2,1,Directed
34192,JohnBasham,FredGeorg2,1,Directed
34193,EmeraldRobinson,FredGeorg2,1,Directed
34194,realDonaldTrump,FranzEnglert,1,Directed
34195,GenFlynn,FranzhaviGalic1,1,Directed
34196,marklevinshow,FraschtTina,1,Directed
34197,bigleaguepol,FraserJose,1,Directed
34198,realDonaldTrump,Fratello_Buffon,1,Directed
34199,CarlCord2,FrauHeather,1,Directed
34200,TX_WalkerRanger,Fraudelection2,1,Directed
34201,realDonaldTrump,FrazierClan1,1,Directed
34202,EmeraldRobinson,FrazziTL,1,Directed
34203,JDRucker,FrazziTL,1,Directed
34204,RepMattGaetz,FrazziTL,1,Directed
34205,SidneyPowell1,FrazziTL,1,Directed
34206,HowleyReporter,FreakCountry76,1,Directed
34207,charliekirk11,FreakCountry76,1,Directed
34208,gatewaypundit,FreakCountry76,1,Directed
34209,LizRNC,Fred68604603,1,Directed
34210,kylenabecker,Fred68604603,1,Directed
34211,EmeraldRobinson,Fred94810602,1,Directed
34212,SidneyPowell1,Fred94810602,1,Directed
34213,bennyjohnson,Fred94810602,1,Directed
34214,poetWOAgun,Fred94810602,1,Directed
34215,realDonaldTrump,FredBIGRAT,1,Directed
34216,jennycohn1,FredCar52797036,1,Directed
34217,ElmerYuen,FredDuck8,1,Directed
34218,BMFORAMERICA45,FredFra35132792,1,Directed
34219,JackNationalist,FredFredderson1,1,Directed
34220,CodeMonkeyZ,FredGeorg2,1,Directed
34221,RedWingGrips,FreeThinkerDona,1,Directed
34222,rising_serpent,FreeThinkerDona,1,Directed
34223,TheRealHoarse,Frida_Bean,1,Directed
34224,realDonaldTrump,Frenchi00238925,1,Directed
34225,lisachristinect,FreedomRing19,1,Directed
34226,realDonaldTrump,FreedomRing19,1,Directed
34227,rising_serpent,FreedomRing19,1,Directed
34228,dominionvoting,FreedomWorth,1,Directed
34229,dochartdc,Freedom_9982,1,Directed
34230,andrewbostom,Freedomchina6,1,Directed
34231,LLinWood,Freedomdunks,1,Directed
34232,CodeMonkeyZ,FreelsCl,1,Directed
34233,LLinWood,FreelsCl,1,Directed
34234,OANN,Freemama7,1,Directed
34235,realDonaldTrump,FreemanLiu10,1,Directed
34236,ali,FreemontSally,1,Directed
34237,realDonaldTrump,FreiyaSevery,1,Directed
34238,charliekirk11,Freni1Kfreni,1,Directed
34239,TheRealKeean,FreeToTweet1975,1,Directed
34240,catturd2,FreshH2OMermaid,1,Directed
34241,RepMattGaetz,FreundBryan,1,Directed
34242,RonColeman,FreundBryan,1,Directed
34243,TX_WalkerRanger,FreundBryan,1,Directed
34244,gatewaypundit,FreundBryan,1,Directed
34245,ChuckCallesto,Freydrik,1,Directed
34246,EmeraldRobinson,Freydrik,1,Directed
34247,LouDobbs,Freydrik,1,Directed
34248,LLinWood,Frgetaboutit1,1,Directed
34249,LLinWood,Frickinlaserbe1,1,Directed
34250,OANN,FridaMay4,1,Directed
34251,RepMattGaetz,FridaMay4,1,Directed
34252,ezralevant,FridaMay4,1,Directed
34253,OANN,FreedomRing19,1,Directed
34254,LLinWood,FreedomPlumbCA,1,Directed
34255,SidneyPowell1,FreedomNC_NHC,1,Directed
34256,realDonaldTrump,FreedomFromNWO,1,Directed
34257,BarnettforAZ,FreeUs551,1,Directed
34258,EmeraldRobinson,FreeUs551,1,Directed
34259,KelemenCari,FreeUs551,1,Directed
34260,AOECOIN,FreeUsFrmEvil,1,Directed
34261,HeshmatAlavi,Freebir78686093,1,Directed
34262,jennycohn1,Freebird999991,1,Directed
34263,CodeMonkeyZ,Freecanuck1,1,Directed
34264,rising_serpent,Freechoice16,1,Directed
34265,theblaze,Freechoice16,1,Directed
34266,HD283271,Freed0mFighting,1,Directed
34267,HeshmatAlavi,Freedom01663197,1,Directed
34268,LLinWood,Freedom0fTweech,1,Directed
34269,RedWingGrips,Freedom0fTweech,1,Directed
34270,charliekirk11,Freedom11008186,1,Directed
34271,CodeMonkeyZ,Freedom137ERQ,1,Directed
34272,RepMattGaetz,Freedom1776__,1,Directed
34273,realDonaldTrump,Freedom36853315,1,Directed
34274,CodeMonkeyZ,Freedom37035392,1,Directed
34275,TX_WalkerRanger,Freedom37035392,1,Directed
34276,ali,Freedom37035392,1,Directed
34277,realDonaldTrump,Freedom37035392,1,Directed
34278,DavidJHarrisJr,Freedom52418436,1,Directed
34279,realDonaldTrump,Freedom52418436,1,Directed
34280,BenjaminPD23,Freedom78928384,1,Directed
34281,TX_WalkerRanger,FreedomAngel389,1,Directed
34282,realDonaldTrump,FreedomFire89,1,Directed
34283,ChuckCallesto,FreedomFirstEnt,1,Directed
34284,realDonaldTrump,FransLozano,1,Directed
34285,Ramnier,Franosu48,1,Directed
34286,ElectionsCan_E,Franosu48,1,Directed
34287,AZGOP,FranceAfrik,1,Directed
34288,gatewaypundit,FranKGRubio,1,Directed
34289,PAHouseGOP,FranKirkley,1,Directed
34290,realDonaldTrump,FranMFarber,1,Directed
34291,CodeMonkeyZ,FranVeeTee,1,Directed
34292,DavidJHarrisJr,FranVitale4,1,Directed
34293,EmeraldRobinson,FranVitale4,1,Directed
34294,HeshmatAlavi,FranVitale4,1,Directed
34295,SidneyPowell1,FranVitale4,1,Directed
34296,DFBHarvard,FranWoody2,1,Directed
34297,EmeraldRobinson,FranYou29224811,1,Directed
34298,EmeraldRobinson,FrancTalk,1,Directed
34299,SierraTango74,FrancaisScott,1,Directed
34300,realDonaldTrump,FrancaisScott,1,Directed
34301,brunolp30,FranceAfrik,1,Directed
34302,whatgives1313,FrannyMidway,1,Directed
34303,realDonaldTrump,FranceJojoin,1,Directed
34304,CodeMonkeyZ,FrancePoc,1,Directed
34305,EmeraldRobinson,FrancePoc,1,Directed
34306,BenKTallmadge,FranceRsistanc1,1,Directed
34307,CodeMonkeyZ,Frances719,1,Directed
34308,charliekirk11,Frances76697363,1,Directed
34309,HeshmatAlavi,FrancesArbuckle,1,Directed
34310,TomTSEC,FrancesGruno,1,Directed
34311,AKA_RealDirty,FrancesPrather5,1,Directed
34312,realDonaldTrump,FranchoOsorio,1,Directed
34313,DavidJHarrisJr,FrancieNolan60,1,Directed
34314,Rothbard1776,FrancieNolan60,1,Directed
34315,SidneyPowell1,FrancieNolan60,1,Directed
34316,realDonaldTrump,Fran66200939,1,Directed
34317,Wblscott1,Fran66200939,1,Directed
34318,JohnBasham,Fran66200939,1,Directed
34319,jennycohn1,Framedsgncr,1,Directed
34320,gatewaypundit,Fosgate1337,1,Directed
34321,realDonaldTrump,Fosgate1337,1,Directed
34322,charliekirk11,FossDaniel,1,Directed
34323,realDonaldTrump,FossDaniel,1,Directed
34324,realDonaldTrump,Fossesz3Fossesz,1,Directed
34325,realDonaldTrump,FouadBoussetta,1,Directed
34326,michaeljohns,FourthOfOctober,1,Directed
34327,themarketswork,FowlesMurphy,1,Directed
34328,LLinWood,Fox22728050,1,Directed
34329,cravecreative,Fox96369,1,Directed
34330,TheLooseThread,FoxNewsMom,1,Directed
34331,OANN,FoxRiderDre,1,Directed
34332,DarnelSugarfoo,FoxTare19,1,Directed
34333,ChuckCallesto,FoxandLion57,1,Directed
34334,PAHouseGOP,Foxartist3,1,Directed
34335,gatewaypundit,Foxartist3,1,Directed
34336,LLinWood,FoxeeLady57,1,Directed
34337,NCSBE,FoxyJackieBrown,1,Directed
34338,nedryun,FoxyMusicTV1,1,Directed
34339,LiberatedCit,Foxylady146,1,Directed
