,Source,Target,Weight,Type
34340,PAHouseGOP,Foxylady146,1,Directed
34341,jsolomonReports,Foxylady146,1,Directed
34342,LLinWood,FoxytailRedhead,1,Directed
34343,realDonaldTrump,FrSymeonElias,1,Directed
34344,realDonaldTrump,FracksSake,1,Directed
34345,APFactCheck,FragileLands,1,Directed
34346,SaraCarterDC,FrakeSharon,1,Directed
34347,SchmittNYC,FrancineFlood4,1,Directed
34348,WashTimes,FrancineFlood4,1,Directed
34349,HowleyReporter,FrancineGirard1,1,Directed
34350,Patrici15767099,FrankCoulson7,1,Directed
34351,iheartmindy,FrankCoulson7,1,Directed
34352,johnxdesouza,FrankDeadly,1,Directed
34353,realDonaldTrump,FrankJackson999,1,Directed
34354,jacknicas,FrankMuto8,1,Directed
34355,LLinWood,FrankPccom,1,Directed
34356,AWeissmann_,FrankSowa1,1,Directed
34357,jennycohn1,FrankSowa1,1,Directed
34358,ezralevant,FrankTheTank13,1,Directed
34359,gatewaypundit,FrankWi89215652,1,Directed
34360,iheartmindy,FrankWi89215652,1,Directed
34361,McCormackJohn,Frank_GoBell,1,Directed
34362,LLinWood,Frank_Kerwin,1,Directed
34363,GenFlynn,FrankeSharon,1,Directed
34364,LLinWood,FrankeSharon,1,Directed
34365,gatewaypundit,FrankeSharon,1,Directed
34366,jessiprincey,FrankeSharon,1,Directed
34367,CodeMonkeyZ,FrankenGator,1,Directed
34368,murray_nyc,Frankie15230507,1,Directed
34369,gatewaypundit,Frankie47297,1,Directed
34370,LarrySchweikart,FrankieRusso1,1,Directed
34371,CodeMonkeyZ,Franklin18Ben,1,Directed
34372,realDonaldTrump,FranklinKardoso,1,Directed
34373,realDonaldTrump,FranklinUrquidi,1,Directed
34374,realDonaldTrump,Frankliu230109,1,Directed
34375,BMFORAMERICA45,Franktorbino,1,Directed
34376,gatewaypundit,Franktorbino,1,Directed
34377,Ramnier,Franmosran1,1,Directed
34378,gatewaypundit,FrankCoulson7,1,Directed
34379,srdjan_nogo,FrankClough,1,Directed
34380,OANN,FrancineGirard1,1,Directed
34381,gatewaypundit,FrankBarone43,1,Directed
34382,charliekirk11,FrancineStandi2,1,Directed
34383,ChanelRion,Francis36961488,1,Directed
34384,SidneyPowell1,Francis36961488,1,Directed
34385,tradefutur,Francis36961488,1,Directed
34386,jenamh,Francis47990617,1,Directed
34387,SexCounseling,FrancisChukwuF1,1,Directed
34388,jennycohn1,Francis_3,1,Directed
34389,Francis_Marion,Francis_Marion,1,Directed
34390,realDonaldTrump,FranciscoChina6,1,Directed
34391,POTUS_Trump_ESP,FranciscoM1816,1,Directed
34392,RudyGiuliani,FranciscoM1816,1,Directed
34393,EmeraldRobinson,FranciscoValSan,1,Directed
34394,Ramnier,FranciscoValSan,1,Directed
34395,themarketswork,FranciscoViual2,1,Directed
34396,EmeraldRobinson,FrancoNapoli8,1,Directed
34397,HowleyReporter,Frangelica1,1,Directed
34398,Noelleal,Franherdz,1,Directed
34399,AZGOP,Frank04613305,1,Directed
34400,LLinWood,Frank04613305,1,Directed
34401,LLinWood,Frank2099636,1,Directed
34402,MikayesFiona,Frank32543437,1,Directed
34403,michellemalkin,Frank64760088,1,Directed
34404,CodeMonkeyZ,Frank68158859,1,Directed
34405,RudyGiuliani,Frank68158859,1,Directed
34406,EmeraldRobinson,FrankAyersMusic,1,Directed
34407,realDonaldTrump,FrankAyersMusic,1,Directed
34408,charliekirk11,FrankBaccellier,1,Directed
34409,paulsperry_,FridaMay4,1,Directed
34410,OANN,Fridasu,1,Directed
34411,EmeraldRobinson,Exx_treme,1,Directed
34412,GenFlynn,GLORIAOKOLI4,1,Directed
34413,charliekirk11,GIGISFLYING,1,Directed
34414,EmeraldRobinson,GIJoeS916,1,Directed
34415,TeamTrump,GIJoeS916,1,Directed
34416,charliekirk11,GIJoeS916,1,Directed
34417,realDonaldTrump,GIJoeS916,1,Directed
34418,danielchaitin7,GINORevan,1,Directed
34419,marklevinshow,GIbuddyParler,1,Directed
34420,PAHouseGOP,GJR38706061,1,Directed
34421,realDonaldTrump,GJTIII,1,Directed
34422,ChuckCallesto,GJohnston2014,1,Directed
34423,realDonaldTrump,GL78792815,1,Directed
34424,realDonaldTrump,GLM1808,1,Directed
34425,danielchaitin7,GLORIABERNARDI1,1,Directed
34426,realDonaldTrump,GLORIAOKOLI4,1,Directed
34427,michellemalkin,GMAHN10,1,Directed
34428,JohnFetterman,GLaverriere,1,Directed
34429,dbg2203,GLisehora,1,Directed
34430,marklevinshow,GM71212,1,Directed
34431,OANN,GMA32155884,1,Directed
34432,SolomonYue,GMA32155884,1,Directed
34433,realDonaldTrump,GMA32155884,1,Directed
34434,MAGARoseTaylor,GMA4Trump_,1,Directed
34435,PatriotDinosaur,GMA4Trump_,1,Directed
34436,gatewaypundit,GMA4Trump_,1,Directed
34437,jpearcejourno,GMA4Trump_,1,Directed
34438,CodeMonkeyZ,GMAHN10,1,Directed
34439,JohnBasham,GMAHN10,1,Directed
34440,TheRealKeean,GMAHN10,1,Directed
34441,LLinWood,GIGATGIGGLES,1,Directed
34442,oneunderscore__,GHofmar,1,Directed
34443,LLinWood,GHischildren,1,Directed
34444,realDonaldTrump,GHeltriegel,1,Directed
34445,RobletoFire,GEOTUS_POTUS,1,Directed
34446,realDonaldTrump,GEOTUS_POTUS,1,Directed
34447,EmeraldRobinson,GERALYNDOSSAN,1,Directed
34448,LLinWood,GERALYNDOSSAN,1,Directed
34449,sum1pnchme,GERALYNDOSSAN,1,Directed
34450,Ramnier,GESANDA,1,Directed
34451,dochartdc,GESANDA,1,Directed
34452,jacknicas,GEliseMenendez,1,Directed
34453,kelly2277,GEliseMenendez,1,Directed
34454,gatewaypundit,GF10141,1,Directed
34455,gatewaypundit,GFQUINN68,1,Directed
34456,realDonaldTrump,GFishing75,1,Directed
34457,elisa1121,GFl963,1,Directed
34458,realDonaldTrump,GG2hALB6P2cxpFr,1,Directed
34459,jacknicas,GGG_says,1,Directed
34460,realDonaldTrump,GGJG14,1,Directed
34461,SoCal4Trump,GGianon31,1,Directed
34462,jennycohn1,GGoblevandiest,1,Directed
34463,AZGOP,GGrandmag73,1,Directed
34464,MyPlace4U,GGrandmag73,1,Directed
34465,PAHouseGOP,GGrandmag73,1,Directed
34466,SchmittNYC,GGrandmag73,1,Directed
34467,VeBo1991,GGrandmag73,1,Directed
34468,RealVinnieJames,GGthinking,1,Directed
34469,rising_serpent,GGthinking,1,Directed
34470,paulsperry_,GHA94867510,1,Directed
34471,jennycohn1,GHAllison1,1,Directed
34472,kylenabecker,GMAHN10,1,Directed
34473,CodeMonkeyZ,GMRangers,1,Directed
34474,AWeissmann_,Fried49G,1,Directed
34475,AOECOIN,GREENESJ333,1,Directed
34476,TrumpStudents,GParria,1,Directed
34477,ElectionsCan_E,GPatrickRep1,1,Directed
34478,realDonaldTrump,GPatrickRep1,1,Directed
34479,realDonaldTrump,GPattonJr1945,1,Directed
34480,JennaEllisEsq,GPekarek,1,Directed
34481,KelemenCari,GPravednikov,1,Directed
34482,opropriofaka,GPronaldo13,1,Directed
34483,Atlantiso1,GRANADAPOSTERS,1,Directed
34484,BreitbartNews,GRANADAPOSTERS,1,Directed
34485,JohnBasham,GRANADAPOSTERS,1,Directed
34486,RudyGiuliani,GREED_90,1,Directed
34487,theblaze,GREED_90,1,Directed
34488,RudyGiuliani,GREENCHRIS70,1,Directed
34489,LLinWood,GREENESJ333,1,Directed
34490,OANN,GMSRepublic,1,Directed
34491,PAHouseGOP,GREENESJ333,1,Directed
34492,andrewbostom,GREENESJ333,1,Directed
34493,elizabe49656686,GREENESJ333,1,Directed
34494,themarketswork,GREENESJ333,1,Directed
34495,donaldrusso994,GRightsell,1,Directed
34496,SidneyPowell1,GRootsEnvelope,1,Directed
34497,themarketswork,GSDAlpha,1,Directed
34498,ChuckCallesto,GSDPuppies1,1,Directed
34499,LouDobbs,GSamanna,1,Directed
34500,acastef53,GSawision,1,Directed
34501,LLinWood,GSielert,1,Directed
34502,gatewaypundit,GSielert,1,Directed
34503,jaketapper,GStolzenthaler,1,Directed
34504,JohnFetterman,GPSparty,1,Directed
34505,wdunlap,GPS172,1,Directed
34506,themodalice,GPS172,1,Directed
34507,EmeraldRobinson,GPLupton,1,Directed
34508,pnjaban,GMSRepublic,1,Directed
34509,EmeraldRobinson,GManAuthor,1,Directed
34510,HD283271,GManAuthor,1,Directed
34511,ChanelRion,GManUSofA,1,Directed
34512,cravecreative,GMenard01,1,Directed
34513,CBSNews,GNRtruth,1,Directed
34514,AKaplon,GNajnigier,1,Directed
34515,TimRunsHisMouth,GNajnigier,1,Directed
34516,realDonaldTrump,GODMAGATRUMP,1,Directed
34517,RealMattCouch,GOPCleopattra,1,Directed
34518,OANN,GOPTexasChic,1,Directed
34519,realDonaldTrump,GOPdoc,1,Directed
34520,DarnelSugarfoo,GOPeeIntern,1,Directed
34521,JoyFlick1,GOPgetabackbone,1,Directed
34522,LLinWood,GOPgetabackbone,1,Directed
34523,SaraCarterDC,GOPgetabackbone,1,Directed
34524,ChuckCallesto,GP3ach,1,Directed
34525,EmeraldRobinson,GP3ach,1,Directed
34526,HowleyReporter,GP3ach,1,Directed
34527,SidneyPowell1,GP3ach,1,Directed
34528,gatewaypundit,GP3ach,1,Directed
34529,realDonaldTrump,GP3ach,1,Directed
34530,LouDobbs,GPATTYVT,1,Directed
34531,OrlvndoA,GPATTYVT,1,Directed
34532,POTUS_Trump_ESP,GPATTYVT,1,Directed
34533,TeamTrump,GPATTYVT,1,Directed
34534,realDonaldTrump,GPATTYVT,1,Directed
34535,ablem1136,GEOMGAL,1,Directed
34536,GenFlynn,GEOFFREYNS,1,Directed
34537,realDonaldTrump,GDucote,1,Directed
34538,RepMattGaetz,FuglestadJudy,1,Directed
34539,ChanelRion,Fruition12,1,Directed
34540,CodeMonkeyZ,Fruition12,1,Directed
34541,realDonaldTrump,FryfogleVaughn,1,Directed
34542,GavinWax,FrznShrew,1,Directed
34543,HeshmatAlavi,FrznShrew,1,Directed
34544,realDonaldTrump,FrznShrew,1,Directed
34545,acnewsitics,FthisInsanity,1,Directed
34546,realDonaldTrump,FtimaMe44134209,1,Directed
34547,DeanObeidallah,FuckTheHOC,1,Directed
34548,realDonaldTrump,Fuck_You_Jack__,1,Directed
34549,realDonaldTrump,FuckedOver2020,1,Directed
34550,C_3C_3,FuglestadJudy,1,Directed
34551,DineshDSouza,FuglestadJudy,1,Directed
34552,gatewaypundit,FukUrLiberalBS,1,Directed
34553,realDonaldTrump,GCrazypeople,1,Directed
34554,TeamTrump,FukuhimeS,1,Directed
34555,realDonaldTrump,Fulcrum1984,1,Directed
34556,realDonaldTrump,FullSteam15,1,Directed
34557,UnderHeavyFire_,Fullmooneyes10,1,Directed
34558,EpochTimes,FullofFlight,1,Directed
34559,hrtablaze,FultonTom,1,Directed
34560,RepVernonJones,Fun18819489,1,Directed
34561,gatewaypundit,FunOffTheLeash,1,Directed
34562,RealOmarNavarro,FunPasadena,1,Directed
34563,seanhannity,FunPasadena,1,Directed
34564,danielchaitin7,FunRageDie,1,Directed
34565,merissahamilton,FunVA_OpEd,1,Directed
34566,seanhannity,FunburgKristin,1,Directed
34567,realDonaldTrump,Frostypie9,1,Directed
34568,SouthPoint1000,Frostycakes718,1,Directed
34569,LouDobbs,FrostyTakes,1,Directed
34570,McCormackJohn,FrostyBlueRogue,1,Directed
34571,realDonaldTrump,Friedensvogel,1,Directed
34572,gatewaypundit,FriendsOScience,1,Directed
34573,realDonaldTrump,Friesbeforegu14,1,Directed
34574,LLinWood,FrioFernando,1,Directed
34575,SmallBiz4Trump,Friochilly,1,Directed
34576,AKA_RealDirty,Frippin2,1,Directed
34577,TX_WalkerRanger,Frippin2,1,Directed
34578,catturd2,Fritz6647,1,Directed
34579,EmeraldRobinson,FritzLoren,1,Directed
34580,HeshmatAlavi,FrizzUSA,1,Directed
34581,realDonaldTrump,FrkLaBaule,1,Directed
34582,chuckwoolery,FrkT1972,1,Directed
34583,gatewaypundit,Frog_Secuted,1,Directed
34584,puffnblow_at_GP,Frog_Secuted,1,Directed
34585,realDonaldTrump,Frog_Secuted,1,Directed
34586,EvanAKilgore,FroggyDeb2005,1,Directed
34587,HD283271,FrogsStick,1,Directed
34588,realDonaldTrump,FromCalif,1,Directed
34589,themarketswork,FromCalif,1,Directed
34590,zerohedge,FromCalif,1,Directed
34591,SidneyPowell1,FromLandOfIce,1,Directed
34592,LLinWood,FromMindControl,1,Directed
34593,jsolomonReports,FromMindControl,1,Directed
34594,LLinWood,FromPlane,1,Directed
34595,patrickdmarley,FromWreckage,1,Directed
34596,NikolovScience,FromoutsideAlan,1,Directed
34597,realDonaldTrump,FrondaC,1,Directed
34598,realDonaldTrump,Funkrund1,1,Directed
34599,grindingdude,FunnyJim1965,1,Directed
34600,ACTBrigitte,FureyRobert,1,Directed
34601,LLinWood,GAMamacita,1,Directed
34602,joshdcaplan,GAPatriot7,1,Directed
34603,ElectionsCan_E,GAR883,1,Directed
34604,TeamTrump,GAREBELS,1,Directed
34605,BernardKerik,GATORPILOTBOB,1,Directed
34606,realDonaldTrump,GATUK1773R,1,Directed
34607,TheRealKeean,GAVOTRON,1,Directed
34608,catturd2,GA_Grassroots,1,Directed
34609,TheRealKeean,GAdRoberts,1,Directed
34610,michellemalkin,GAlexanderlucas,1,Directed
34611,KelemenCari,GAlkadi,1,Directed
34612,michaeljohns,GAucock,1,Directed
34613,JennaEllisEsq,GBUSA2020,1,Directed
34614,LLinWood,GBUSA2020,1,Directed
34615,SchmittNYC,GBUSA2020,1,Directed
34616,kylenabecker,GBUSA2020,1,Directed
34617,EagleEdMartin,GBarber826,1,Directed
34618,TheRealKeean,GBbruins,1,Directed
34619,Kimbraov1,GBlastr,1,Directed
34620,Rothbard1776,GCBilly,1,Directed
34621,jennycohn1,GCKeeler,1,Directed
34622,michaeljohns,GCWINC2014,1,Directed
34623,ChuckCallesto,GCharnetski,1,Directed
34624,KelemenCari,GCharnetski,1,Directed
34625,realDonaldTrump,GCocever,1,Directed
34626,AOECOIN,GContrarian,1,Directed
34627,CodeMonkeyZ,GContrarian,1,Directed
34628,JMichaelWaller,GContrarian,1,Directed
34629,SolomonYue,GAP_IIQuote,1,Directed
34630,gatewaypundit,G58757382,1,Directed
34631,SidneyPowell1,FureyRobert,1,Directed
34632,SidneyPowell1,G58757382,1,Directed
34633,michellemalkin,FureyRobert,1,Directed
34634,themarketswork,FureyRobert,1,Directed
34635,CodeMonkeyZ,FurkidParent,1,Directed
34636,CarrollQuigley1,Furlicity,1,Directed
34637,LLinWood,Furlicity,1,Directed
34638,NetworksManager,Furlicity,1,Directed
34639,gatewaypundit,Furr8Kevin,1,Directed
34640,realDonaldTrump,FurryManix,1,Directed
34641,jennybethm,Furtaw2point0,1,Directed
34642,realDonaldTrump,FutsiSakurai,1,Directed
34643,LLinWood,Futureman4k,1,Directed
34644,realDonaldTrump,FuzzyWav,1,Directed
34645,LLinWood,FvcX7RxkJPQSVlJ,1,Directed
34646,merissahamilton,Fwell13,1,Directed
34647,BreitbartNews,Fyre_Wolf666,1,Directed
34648,KanekoaTheGreat,G0rille,1,Directed
34649,OANN,G0rille,1,Directed
34650,TeamTrump,G0rille,1,Directed
34651,catturd2,G0rille,1,Directed
34652,horowitz39,G0rille,1,Directed
34653,charliekirk11,G1027C,1,Directed
34654,realDonaldTrump,G16936627,1,Directed
34655,TrumpFrance,G2Chaulle,1,Directed
34656,brunolp30,G2Chaulle,1,Directed
34657,tradefutur,G2Chaulle,1,Directed
34658,KatieDaviscourt,G2LetsGo,1,Directed
34659,ASimplePatriot,G4YMT,1,Directed
34660,DavidJHarrisJr,FortyCal3445,1,Directed
34661,realDonaldTrump,Fortheflag22,1,Directed
34662,NewDayForNJ,Fortheflag22,1,Directed
34663,lawyer4laws,Fangddoc,1,Directed
34664,CodeMonkeyZ,FamedLionDog,1,Directed
34665,gatewaypundit,FamilyCP4,1,Directed
34666,robbystarbuck,FamilyFreedom6,1,Directed
34667,charliekirk11,FamousMilton,1,Directed
34668,realDonaldTrump,FamousPixs,1,Directed
34669,realDonaldTrump,Famous_Joe,1,Directed
34670,Ramnier,Famousme131,1,Directed
34671,CodeMonkeyZ,Fan24773674,1,Directed
34672,EmeraldRobinson,FanOdl,1,Directed
34673,gatewaypundit,FanaTeresafana,1,Directed
34674,EvanAKilgore,Fanat50876387,1,Directed
34675,realDonaldTrump,FanboyLtc,1,Directed
34676,CodeMonkeyZ,FancyTnt,1,Directed
34677,RedWingGrips,FannaReal,1,Directed
34678,drscott_atlanta,FarmerTruth,1,Directed
34679,omarbula,FannyVSilvaB,1,Directed
34680,ElmerYuen,FanofHawkeyes,1,Directed
34681,St_Louis_Ray,Fantast52767455,1,Directed
34682,gatewaypundit,Fantast52767455,1,Directed
34683,gubbow,FardafiEmma,1,Directed
34684,realDonaldTrump,Faredawg,1,Directed
34685,realDonaldTrump,Farid84150783,1,Directed
34686,CodeMonkeyZ,Farma1956,1,Directed
34687,iheartmindy,Farmarz512,1,Directed
34688,AWeissmann_,FarmerDreiser,1,Directed
34689,AZGOP,FarmerPill,1,Directed
34690,EpochTimes,FarmerPill,1,Directed
34691,LLinWood,FarmerPill,1,Directed
34692,bmarcois,FallBug70,1,Directed
34693,realDonaldTrump,Falgi,1,Directed
34694,jennycohn1,Falcoy4,1,Directed
34695,RedWingGrips,FalconSays,1,Directed
34696,T_S_P_O_O_K_Y,FactsOverBS,1,Directed
34697,acastef53,FactsOverBS,1,Directed
34698,CodeMonkeyZ,FactsOvrFeelngs,1,Directed
34699,CodeMonkeyZ,Facts_V_Fiction,1,Directed
34700,realDonaldTrump,Factsdontcarea3,1,Directed
34701,dochartdc,Factsfirst,1,Directed
34702,litecoin_bull,FaeheartTarot,1,Directed
34703,dominionvoting,FaganKara,1,Directed
34704,HD283271,FaganLarry,1,Directed
34705,danielchaitin7,FairVie87220856,1,Directed
34706,realDonaldTrump,FairyM12,1,Directed
34707,danielchaitin7,Fairydst_13,1,Directed
34708,realDonaldTrump,Fairydst_13,1,Directed
34709,AOECOIN,Faisal11930,1,Directed
34710,alward2000,Faisal11930,1,Directed
34711,McCormackJohn,FaisonZophie,1,Directed
34712,jaketapper,FaithJusticeNOW,1,Directed
34713,ElectionsCan_E,FaithWalker2Cor,1,Directed
34714,EmeraldRobinson,FaithWalker2Cor,1,Directed
34715,LouDobbs,Fajoba1,1,Directed
34716,DineshDSouza,FakeNewsAlt,1,Directed
34717,A_Blossom4USA,FakeNewsPolitix,1,Directed
34718,SidneyPowell1,FakeNewsPool,1,Directed
34719,realDonaldTrump,FakeNewsPool,1,Directed
34720,oneunderscore__,FakePols,1,Directed
34721,glamelegance,FakePresident06,1,Directed
34722,RobletoFire,Fake_News_Mafia,1,Directed
34723,gatewaypundit,FarmerPill,1,Directed
34724,gatewaypundit,FarmerTruth,1,Directed
34725,HeshmatAlavi,Fortheflag22,1,Directed
34726,stphnfwlr,Feeger,1,Directed
34727,LibertarioMex_Q,FcoUrroz,1,Directed
34728,realDonaldTrump,FdWlu520,1,Directed
34729,realDonaldTrump,FeBassoBSNR,1,Directed
34730,realDonaldTrump,FeIEXaiS1stZ91x,1,Directed
34731,KarahaliosPC,Fearless_M4T,1,Directed
34732,ezralevant,Fearless_M4T,1,Directed
34733,BrianTKennedy1,FeatherLtd,1,Directed
34734,patrickdmarley,FeatheredRuffle,1,Directed
34735,stphnfwlr,FedUpGOPer,1,Directed
34736,RudyGiuliani,FederalWarDogs,1,Directed
34737,charliekirk11,FederalWarDogs,1,Directed
34738,realDonaldTrump,FedericoTrezzi,1,Directed
34739,jsolomonReports,FedupJersey,1,Directed
34740,blmohr,Feenielives4him,1,Directed
34741,realDonaldTrump,FarmerTruth,1,Directed
34742,Ramnier,Fegon1451,1,Directed
34743,LLinWood,FehPinky,1,Directed
34744,WhiteCrkLumber,FehrLynne,1,Directed
34745,ezralevant,FehrLynne,1,Directed
34746,realDonaldTrump,Fei10948658,1,Directed
34747,charliekirk11,FeiChung2,1,Directed
34748,charliekirk11,FeistyB33,1,Directed
34749,ChuckCallesto,FeistyTrumpette,1,Directed
34750,EmeraldRobinson,FeistyTrumpette,1,Directed
34751,paulsperry_,FeistyTrumpette,1,Directed
34752,rising_serpent,FeistyTrumpette,1,Directed
34753,AOECOIN,FeliLoveQ,1,Directed
34754,realDonaldTrump,Felicia40190419,1,Directed
34755,realDonaldTrump,FbhKsa,1,Directed
34756,andrewbostom,FbhKsa,1,Directed
34757,RonColeman,FbhKsa,1,Directed
34758,OANN,FaytheJMM7,1,Directed
34759,GavinWince,Farmgir00441729,1,Directed
34760,PlaysTrumpCard,Farmgir00441729,1,Directed
34761,gatewaypundit,Farmgir00441729,1,Directed
34762,FlagSmith,FarnsworthDawn,1,Directed
34763,HowleyReporter,FaronMorris1,1,Directed
34764,KelemenCari,Faroundanfinout,1,Directed
34765,LLinWood,Faroundanfinout,1,Directed
34766,realDonaldTrump,Farshad91587275,1,Directed
34767,dochartdc,FartPunk,1,Directed
34768,TeamTrump,FarzadEkhlas1,1,Directed
34769,themarketswork,FascistTwatter,1,Directed
34770,charliekirk11,Fashion_Whit,1,Directed
34771,jacknicas,FashnActivists,1,Directed
34772,EmeraldRobinson,Fastalan89,1,Directed
34773,LLinWood,Fastalan89,1,Directed
34774,TX_WalkerRanger,Fasteddie7391,1,Directed
34775,andrewbostom,FatBrando,1,Directed
34776,jennybethm,FatHeadNeighbor,1,Directed
34777,realDonaldTrump,Fatality369,1,Directed
34778,RealBoomerJ,FathomTimoneer,1,Directed
34779,themarketswork,FattiMaschii,1,Directed
34780,Atlantiso1,FattusBlokus,1,Directed
34781,TrumpFrance,Fatyf25Faty,1,Directed
34782,AOECOIN,Fauxforce,1,Directed
34783,jordansarmo,Fauxfrenzi,1,Directed
34784,realDonaldTrump,Fauxfrenzi,1,Directed
34785,JoeShikhman,FaytheJMM7,1,Directed
34786,JennaEllisEsq,FactsOverBS,1,Directed
34787,EmeraldRobinson,FactsOverBS,1,Directed
34788,SidneyPowell1,FactsHurtFeeli2,1,Directed
34789,realDonaldTrump,FEKibysz,1,Directed
34790,ADRIANAAZZIAS,FAS771,1,Directed
34791,LLinWood,FATHERMENACE,1,Directed
34792,MarleneFFL,FATIMAGOUVEIA17,1,Directed
34793,EmeraldRobinson,FAX_online,1,Directed
34794,HeshmatAlavi,FAX_online,1,Directed
34795,realDonaldTrump,FAustralians,1,Directed
34796,jennycohn1,FBTSVA,1,Directed
34797,KelemenCari,FBoudville,1,Directed
34798,g_occhionero,FBoudville,1,Directed
34799,realDonaldTrump,FCCP1984,1,Directed
34800,rach_greenspan,FDRsOldSpecs,1,Directed
34801,realDonaldTrump,FDelasouche,1,Directed
34802,CodeMonkeyZ,FEDORbyKO,1,Directed
34803,LLinWood,FERqyCyJrtMlwOB,1,Directed
34804,Timodc,Facts000000,1,Directed
34805,TX_WalkerRanger,FFRREEmarkets,1,Directed
34806,realDonaldTrump,FFRREEmarkets,1,Directed
34807,realDonaldTrump,FFaditch,1,Directed
34808,daithaigilbert,FFlegionary,1,Directed
34809,HowleyReporter,FGaussic,1,Directed
34810,realDonaldTrump,FGrissle,1,Directed
34811,SolomonYue,FHK95381372,1,Directed
34812,realDonaldTrump,FIATLUXSTUDIOS,1,Directed
34813,re5iGam,FIENDSQUAD,1,Directed
34814,realDonaldTrump,FILIPINOTRUMPS,1,Directed
34815,gatewaypundit,FINDTHESTRIDE,1,Directed
34816,realDonaldTrump,FIQwkiqTlIeVRDm,1,Directed
34817,realDonaldTrump,FIare0n,1,Directed
34818,EmeraldRobinson,FAPROBV,1,Directed
34819,SidneyPowell1,FAMDOC7,1,Directed
34820,SenatorKristin,FAMDOC7,1,Directed
34821,BorisEP,FAMDOC7,1,Directed
34822,PandaTribune,Exx_treme,1,Directed
34823,EmeraldRobinson,EyeVey,1,Directed
34824,SidneyPowell1,Eyes2020Real,1,Directed
34825,GenFlynn,EyesWid24453614,1,Directed
34826,charliekirk11,EyesWideOpen8_,1,Directed
34827,MichaelCoudrey,EyesWideOpen_00,1,Directed
34828,andrewbostom,EyesWideOpen_00,1,Directed
34829,realDonaldTrump,EyesWideOpen_00,1,Directed
34830,CodeMonkeyZ,Eyes_Wide_O_Pen,1,Directed
34831,ppv_tahoe,EyinOjuEledua,1,Directed
34832,ASimplePatriot,EynoufElizabeth,1,Directed
34833,realDonaldTrump,EynoufElizabeth,1,Directed
34834,jsolomonReports,Eze14888305,1,Directed
34835,realDonaldTrump,EzekMelek,1,Directed
34836,realDonaldTrump,Ezeke90992565,1,Directed
34837,realDonaldTrump,EzjldUc1wwkyqlD,1,Directed
34838,JDRucker,Ezrish,1,Directed
34839,RepMattGaetz,Ezrish,1,Directed
34840,rising_serpent,Ezrish,1,Directed
34841,HD283271,F1REPL4GUE,1,Directed
34842,Ike_Saul,F1ight9,1,Directed
34843,marklevinshow,F22Ross,1,Directed
34844,SchmittNYC,F3_Haskell,1,Directed
34845,realDonaldTrump,F3rguson_17,1,Directed
34846,jaketapper,FABIII90443819,1,Directed
34847,Ramnier,FABIOSALAZAR1,1,Directed
34848,MichaelCoudrey,FABerryJr,1,Directed
34849,realDonaldTrump,FLAUBIANO52,1,Directed
34850,CodeMonkeyZ,FLA_AntiLEFT,1,Directed
