,Author,Thread Author,Engagement Type,frequency
53601,KimPete95352673,CodeMonkeyZ,RETWEET,1
53602,KimberlyDehoff,LizWillis_,RETWEET,1
53603,KimberlyDonelli,gatewaypundit,RETWEET,1
53604,KerryG1016,EpochTimes,RETWEET,1
53605,Kimosabe10,LLinWood,RETWEET,1
53606,Kimschu50941561,zerohedge,RETWEET,1
53607,KindKongness,JamesGRickards,RETWEET,1
53608,Kindame3,VoteGoldJen,RETWEET,1
53609,KindeandTrue,idiocracy21,RETWEET,1
53610,KinesChris,christianllamar,RETWEET,1
53611,KingBaeksu,pepesgrandma,RETWEET,1
53612,KingDareDK,jennycohn1,RETWEET,1
53613,KingFactor7116,RealOmarNavarro,RETWEET,1
53614,KingJudd13,KelemenCari,RETWEET,1
53615,KingMakerFT,themarketswork,RETWEET,1
53616,KingTurd63,EmeraldRobinson,RETWEET,1
53617,King_Lu_33,JudiLynnMitche1,RETWEET,1
53618,King_Rakkasan,Atlantiso1,RETWEET,1
53619,King_Red_Dragon,HowleyReporter,RETWEET,1
53620,King_Red_Dragon,T_S_P_O_O_K_Y,RETWEET,1
53621,Kingairpilot68,NetworksManager,RETWEET,1
53622,Kingairpilot68,RedWingGrips,RETWEET,1
53623,Kingairpilot68,SmallBiz4Trump,RETWEET,1
53624,KingdomRising1,KenDilanianNBC,QUOTE,1
53625,KingdomUpholste,JDRucker,RETWEET,1
53626,Kingfreak491,ConservativeTht,RETWEET,1
53627,Kingfreak491,HeatherChilders,RETWEET,1
53628,Kingjorgeq3,RealOmarNavarro,RETWEET,1
53629,Kingjorgeq3,domenicadelia22,RETWEET,1
53630,KingofBSclub,RepMattGaetz,RETWEET,1
53631,Kimschu50941561,CodeMonkeyZ,RETWEET,1
53632,KimmySue75,realDonaldTrump,RETWEET,1
53633,KimberlyES19,CodeMonkeyZ,RETWEET,1
53634,KimmyG56,Atlantiso1,RETWEET,1
53635,KimberlyES19,Rothbard1776,RETWEET,1
53636,KimberlyRostam,jsolomonReports,RETWEET,1
53637,KimberlySuePan1,glennbeck,RETWEET,1
53638,KimberlySuePan1,jsolomonReports,RETWEET,1
53639,KimberlyVerdui3,LLinWood,RETWEET,1
53640,Kimberlykokourt,louiedadawg,RETWEET,1
53641,Kimberlykroland,GenFlynn,RETWEET,1
53642,Kimberlykroland,LLinWood,RETWEET,1
53643,Kimberlypark110,LLinWood,RETWEET,1
53644,Kimbermac2,C_3C_3,RETWEET,1
53645,Kimbermac2,KelemenCari,RETWEET,1
53646,Kimbermac2,danielchaitin7,RETWEET,1
53647,Kimbermac2,jessiprincey,RETWEET,1
53648,KimbleErica,CodeMonkeyZ,RETWEET,1
53649,Kimbo75338168,realDonaldTrump,RETWEET,1
53650,KimboMycountry2,merissahamilton,RETWEET,1
53651,Kimboinno,LLinWood,RETWEET,1
53652,Kimbraov1,UnderWashington,RETWEET,1
53653,Kimbraov1,realDonaldTrump,RETWEET,1
53654,Kimeranights,SMNF_com,RETWEET,1
53655,Kimerker88,atensnut,RETWEET,1
53656,Kimkimberly8675,charliekirk11,RETWEET,1
53657,Kimlee686868,9NEWSNANCY,RETWEET,1
53658,Kimmie9581,LLinWood,RETWEET,1
53659,Kimmo_Kautio,kylenabecker,RETWEET,1
53660,KimBrideau6,acnewsitics,RETWEET,1
53661,KimBrame,gatewaypundit,RETWEET,1
53662,KimBrame,SexCounseling,RETWEET,1
53663,KevinBe39648490,JackNationalist,RETWEET,1
53664,KevinC1960,jsolomonReports,RETWEET,1
53665,KevinCatron5,dochartdc,RETWEET,1
53666,KevinDMiller10,Chicago1Ray,RETWEET,1
53667,KevinDeLoach12,LLinWood,RETWEET,1
53668,KevinDesRoches2,themarketswork,RETWEET,1
53669,KevinGeoghegan4,jennycohn1,RETWEET,1
53670,KevinHo90937752,OANN,RETWEET,1
53671,KevinHu66985610,danielchaitin7,RETWEET,1
53672,KevinKe03499581,momof3not4,RETWEET,1
53673,KevinLe17972032,GenFlynn,RETWEET,1
53674,KevinObryan65,RepMattGaetz,RETWEET,1
53675,KevinRayWillis4,EmeraldRobinson,RETWEET,1
53676,KevinRayWillis4,TX_WalkerRanger,RETWEET,1
53677,KevinRoeder2,KenWebsterII,RETWEET,1
53678,KevinSm00739075,RudyGiuliani,RETWEET,1
53679,KevinSm85239013,EmeraldRobinson,RETWEET,1
53680,KevinWayne28714,mervpilgrim,RETWEET,1
53681,KevinWi86132263,realDonaldTrump,RETWEET,1
53682,Kevin_Gg94,travis_view,RETWEET,1
53683,Kevin_Halliday,gatewaypundit,RETWEET,1
53684,Kevinoc2730227,charliekirk11,RETWEET,1
53685,Kevinsheats1,realDonaldTrump,RETWEET,1
53686,Kevinsimoneau4,LLinWood,RETWEET,1
53687,Kevinsmithspc,realDonaldTrump,RETWEET,1
53688,Kevnochi,MichaelCoudrey,RETWEET,1
53689,KevinBu15596375,LouDobbs,RETWEET,1
53690,KevinBaisdon,PatVPeters,RETWEET,1
53691,KimBrame,EpochTimes,RETWEET,1
53692,KevinBaisdon,EmeraldRobinson,RETWEET,1
53693,KerryG1016,JoeShikhman,RETWEET,1
53694,KerryG1016,Rothbard1776,RETWEET,1
53695,KerryLPark,marklevinshow,RETWEET,1
53696,KerryLPark,realDonaldTrump,RETWEET,1
53697,KerryMusser,LukeEdison20,RETWEET,1
53698,KerryMusser,MichaelCoudrey,RETWEET,1
53699,KerryMusser,Rothbard1776,RETWEET,1
53700,KerryMusser,SidneyPowell1,RETWEET,1
53701,KerryMusser,gatewaypundit,RETWEET,1
53702,KerryRSchmidt69,CodeMonkeyZ,RETWEET,1
53703,KerryRSchmidt69,HUNNZY,RETWEET,1
53704,Kerryops,RudyGiuliani,RETWEET,1
53705,Kerstin12106027,themarketswork,RETWEET,1
53706,Ketel83,RealOmarNavarro,RETWEET,1
53707,KetleyMarianne,realDonaldTrump,RETWEET,1
53708,KettleCorn1234,InGodIDoTrust,RETWEET,1
53709,KettleCorn1234,jennybethm,RETWEET,1
53710,KeuschTonia,LouDobbs,RETWEET,1
53711,KevLar_Cz,JackNationalist,RETWEET,1
53712,KevLeeS,realDonaldTrump,RETWEET,1
53713,KevTKel,jennycohn1,RETWEET,1
53714,KevinAHarperVO,CodeMonkeyZ,RETWEET,1
53715,KevinAtp,CodeMonkeyZ,RETWEET,1
53716,KevinAtwood7,JoyFlick1,RETWEET,1
53717,KevinBaisdon,DavidJHarrisJr,RETWEET,1
53718,Kexuxapasa,realDonaldTrump,RETWEET,1
53719,KeyWestTheDog,LLinWood,RETWEET,1
53720,Key_xz2p38,realDonaldTrump,RETWEET,1
53721,Keyclarity1,realDonaldTrump,RETWEET,1
53722,KickBend,realDonaldTrump,RETWEET,1
53723,KickU1682,OrangeBoxKitty,RETWEET,1
53724,KidInk_xx,realDonaldTrump,RETWEET,1
53725,Kidburman,CodeMonkeyZ,RETWEET,1
53726,Kidburman,realDonaldTrump,RETWEET,1
53727,KieraDa66060498,realDonaldTrump,RETWEET,1
53728,Kievboy1,gatewaypundit,RETWEET,1
53729,Kiger_clc,charliekirk11,RETWEET,1
53730,Kike155Rios,JamesNavaCom,RETWEET,1
53731,Kikenda65536,realDonaldTrump,RETWEET,1
53732,Kiki43434639,LouDobbs,RETWEET,1
53733,Kiki43434639,ezralevant,RETWEET,1
53734,KikiKAGChitown,LLinWood,RETWEET,1
53735,Kikisushi7Lisa,PAHouseGOP,RETWEET,1
53736,KileyLex,iheartmindy,RETWEET,1
53737,KileyLex,jenamh,RETWEET,1
53738,KillerHornet1,TimRunsHisMouth,RETWEET,1
53739,KillerTruths,CodeMonkeyZ,RETWEET,1
53740,Killimajaro,AOECOIN,RETWEET,1
53741,Killimajaro,SidneyPowell1,RETWEET,1
53742,KillsomB,AOECOIN,RETWEET,1
53743,KiltedRef,CodeMonkeyZ,RETWEET,1
53744,Kim37982825,CodeMonkeyZ,RETWEET,1
53745,Kim51848272,charliekirk11,RETWEET,1
53746,Kim86002061,realDonaldTrump,RETWEET,1
53747,Kicius_The_Cat,LLinWood,RETWEET,1
53748,Kicius_The_Cat,EmeraldRobinson,RETWEET,1
53749,KiDukSongUSA,blaze0497,RETWEET,1
53750,Kgenels22,RealOmarNavarro,RETWEET,1
53751,Keydet1977,Atlantiso1,RETWEET,1
53752,Keydet1977,EpochTimes,RETWEET,1
53753,Keyoyo123,realDonaldTrump,RETWEET,1
53754,KeyperEureka,CodeMonkeyZ,RETWEET,1
53755,Kezimunka61,Rasmussen_Poll,RETWEET,1
53756,KgHCarol,EmeraldRobinson,RETWEET,1
53757,KgaAngel,9NEWSNANCY,RETWEET,1
53758,KgaAngel,ChuckCallesto,RETWEET,1
53759,Kgal98,EmeraldRobinson,RETWEET,1
53760,Kganley123,CodeMonkeyZ,RETWEET,1
53761,KgbPutin,JonahDispatch,RETWEET,1
53762,Kgray3281,LLinWood,RETWEET,1
53763,KiDukSongUSA,ChanelRion,RETWEET,1
53764,KhaledKaabi01,KanekoaTheGreat,RETWEET,1
53765,Khalil53631008,medinake,RETWEET,1
53766,KhanAsparuh,CodeMonkeyZ,RETWEET,1
53767,Khasperya,SidneyPowell1,RETWEET,1
53768,Kheldarn,CodeMonkeyZ,RETWEET,1
53769,Khj0609Kim,PandaTribune,RETWEET,1
53770,Khj0609Kim,charliekirk11,RETWEET,1
53771,Khj0609Kim,stphnfwlr,RETWEET,1
53772,Khyraen,BreitbartNews,RETWEET,1
53773,Khyron42P,BrendanKeefe,RETWEET,1
53774,KiDDxKaRNiVaL1,JohnBasham,RETWEET,1
53775,KingofDaddys,HD283271,RETWEET,1
53776,KingofDaddys,tom_trotts,RETWEET,1
53777,KingofLion2000,realDonaldTrump,RETWEET,1
53778,Kosmovin,realDonaldTrump,RETWEET,1
53779,KouKaren,charliekirk11,RETWEET,1
53780,Kouchirou,realDonaldTrump,RETWEET,1
53781,KovachRocky,BreitbartNews,RETWEET,1
53782,KovachRocky,ChuckCallesto,RETWEET,1
53783,KoyaOrion,KadotaRyusho,QUOTE,1
53784,KoyokoL,andrewbostom,RETWEET,1
53785,KoyokoL,realDonaldTrump,RETWEET,1
53786,Kozen_Sato,kylenabecker,RETWEET,1
53787,Kozmo2727,jessiprincey,RETWEET,1
53788,KqkyeqRZxDmHvdw,iheartmindy,RETWEET,1
53789,Kqueen80821100,EpochTimes,RETWEET,1
53790,Kqueen80821100,kylenabecker,RETWEET,1
53791,Kr7Carolina,jennybethm,RETWEET,1
53792,KratosTrump,iheartmindy,RETWEET,1
53793,Kraunic,CodeMonkeyZ,RETWEET,1
53794,KrauseForIowa,KrauseForIowa,RETWEET,1
53795,KrauseForIowa,jennycohn1,RETWEET,1
53796,KrazieKate6,DavidJHarrisJr,RETWEET,1
53797,KrazieKate6,NEWS_MAKER,RETWEET,1
53798,KreiserMatt,ElectionsCan_E,RETWEET,1
53799,KreiserMatt,Snowden,QUOTE,1
53800,Kreutzjr1,CharlieBayer8,RETWEET,1
53801,Kreutzjr1,FowlesMurphy,RETWEET,1
53802,Kreutzjr1,JDRucker,RETWEET,1
53803,Kreutzjr1,LarrySchweikart,RETWEET,1
53804,KouKaren,LouDobbs,RETWEET,1
53805,Koshkulla,OANN,RETWEET,1
53806,Konstoyouralas1,realDonaldTrump,RETWEET,1
53807,Koshkulla,Jou_Kaiser,RETWEET,1
53808,KontraryMq,realDonaldTrump,RETWEET,1
53809,KoodGarma,jennycohn1,RETWEET,1
53810,KoolKalmKosher,realDonaldTrump,RETWEET,1
53811,Koolmoe21,realDonaldTrump,RETWEET,1
53812,Kope4850,jennycohn1,RETWEET,1
53813,KoppesAmy,realDonaldTrump,RETWEET,1
53814,KoreyEdwards6,CodeMonkeyZ,RETWEET,1
53815,KoreyEdwards6,EmeraldRobinson,RETWEET,1
53816,KoreyEdwards6,HowleyReporter,RETWEET,1
53817,KoreyEdwards6,JoeShikhman,RETWEET,1
53818,KoreyEdwards6,charliekirk11,RETWEET,1
53819,KoreyEdwards6,danielchaitin7,RETWEET,1
53820,Korey_Michael,EmeraldRobinson,RETWEET,1
53821,Korey_Michael,charliekirk11,RETWEET,1
53822,KorinCollins,HeatherChilders,RETWEET,1
53823,KorinCollins,LLinWood,RETWEET,1
53824,Korina1313,tedlieu,RETWEET,1
53825,KorissiaL,LaraLeaTrump,RETWEET,1
53826,Korosh22940576,realDonaldTrump,RETWEET,1
53827,Korosh87420941,OANN,RETWEET,1
53828,Korosh87420941,realDonaldTrump,RETWEET,1
53829,KoryBobrow,themarketswork,RETWEET,1
53830,KosUnbound,CommodusJTrump,RETWEET,1
53831,KosUnbound,UnderWashington,RETWEET,1
53832,Koshkulla,DarnelSugarfoo,RETWEET,1
53833,KriefKriefbis,DarnelSugarfoo,RETWEET,1
53834,KrikShumani,HowleyReporter,RETWEET,1
53835,KrileyLoyal,DavidJHarrisJr,RETWEET,1
53836,KrileyLoyal,EmeraldRobinson,RETWEET,1
53837,KristenLewis06,kylenabecker,RETWEET,1
53838,KristenLewis06,realDonaldTrump,RETWEET,1
53839,KristenMeghan,CodeMonkeyZ,RETWEET,1
53840,Kristi01046839,ali,RETWEET,1
53841,KristiB06161523,CodeMonkeyZ,RETWEET,1
53842,KristiB06161523,charliekirk11,RETWEET,1
53843,KristiByrd18,charliekirk11,RETWEET,1
53844,KristiCrispin,realDonaldTrump,RETWEET,1
53845,KristiW22676663,CodeMonkeyZ,RETWEET,1
53846,KristiW22676663,EmeraldRobinson,RETWEET,1
53847,KristiW22676663,LLinWood,RETWEET,1
53848,KristieFischer,AZGOP,RETWEET,1
53849,KristieFischer,EmeraldRobinson,RETWEET,1
53850,KristieFischer,JohnBasham,RETWEET,1
53851,KristieFischer,danielchaitin7,RETWEET,1
53852,KristieSluder1,danielchaitin7,RETWEET,1
53853,Kristin23924357,GregRubini,RETWEET,1
53854,Kristin23924357,NJAsianMaga,RETWEET,1
53855,Kristin75635031,kylenabecker,QUOTE,1
53856,KristinMarieH83,EmeraldRobinson,RETWEET,1
53857,KristinPalomi14,CBSNews,RETWEET,1
53858,Kristin_Luary,realDonaldTrump,RETWEET,1
53859,KristinaArabian,LLinWood,RETWEET,1
53860,KristinaGrant17,realDonaldTrump,RETWEET,1
53861,KristinaLeeHall,CodeMonkeyZ,RETWEET,1
53862,KristenLewis06,charliekirk11,RETWEET,1
53863,KristenLewis06,RepMattGaetz,RETWEET,1
53864,Kristen44183889,SoCal4Trump,RETWEET,1
53865,Krisss1956,ChuckCallesto,RETWEET,1
53866,KringCarol,KelemenCari,RETWEET,1
53867,Krinkron,realDonaldTrump,RETWEET,1
53868,Kris10USA,gatewaypundit,RETWEET,1
53869,Kris16587098,RudyGiuliani,RETWEET,1
53870,KrisBro39588352,gatewaypundit,RETWEET,1
53871,KrisMarieNCGirl,jessiprincey,RETWEET,1
53872,KrisNoel65,McCormackJohn,RETWEET,1
53873,KrisPaap,DirkSchwenk,RETWEET,1
53874,KrisPaap,LastWeekTonight,RETWEET,1
53875,KrisPaap,TheBradBlog,RETWEET,1
53876,Krishna26261,realDonaldTrump,RETWEET,1
53877,Krissy0104,realDonaldTrump,RETWEET,1
53878,Kristen40595834,OANN,RETWEET,1
53879,Krissy040608,LLinWood,RETWEET,1
53880,Krissy040608,RepVernonJones,RETWEET,1
53881,KristaJG24,LouDobbs,RETWEET,1
53882,KristaMHilton,realDonaldTrump,RETWEET,1
53883,KristaSmith74,JustTheNews,RETWEET,1
53884,KristaSmith74,rising_serpent,RETWEET,1
53885,Kristabelle0211,CodeMonkeyZ,RETWEET,1
53886,Kristabelle0211,iheartmindy,RETWEET,1
53887,KristasMama,CodeMonkeyZ,RETWEET,1
53888,KristasMama,LLinWood,RETWEET,1
53889,KristasMama,charliekirk11,RETWEET,1
53890,KontraryMq,SidneyPowell1,RETWEET,1
53891,Konstoyouralas1,SidneyPowell1,RETWEET,1
53892,Kingofd55635605,TX_WalkerRanger,RETWEET,1
53893,Kirky861,RealCoachClay,RETWEET,1
53894,Kirsten6772025,seanhannity,RETWEET,1
53895,KirstenKiefer,realDonaldTrump,RETWEET,1
53896,Kismet_70_,realDonaldTrump,RETWEET,1
53897,KissFishing11,realDonaldTrump,RETWEET,1
53898,KissesFromDolce,AWeissmann_,RETWEET,1
53899,KisstheTiger2,RudyGiuliani,RETWEET,1
53900,KitO_oa,realDonaldTrump,RETWEET,1
53901,KitUy1116,realDonaldTrump,RETWEET,1
53902,Kit_hunt,ElectBergmann,RETWEET,1
53903,Kit_hunt,LLinWood,RETWEET,1
53904,Kit_hunt,drscott_atlanta,RETWEET,1
53905,Kit_hunt,joshdcaplan,RETWEET,1
53906,Kit_hunt,rising_serpent,RETWEET,1
53907,Kit_hunt,themarketswork,RETWEET,1
53908,KitchenerMike,LLinWood,RETWEET,1
53909,KiteOzora,realDonaldTrump,RETWEET,1
53910,Kithurst_Close,tom_trotts,RETWEET,1
53911,Kitkat62460836,realDonaldTrump,RETWEET,1
53912,Kitkat64582131,CREWcrew,RETWEET,1
53913,KitschyMs,BorisEP,RETWEET,1
53914,Kittaene,realDonaldTrump,QUOTE,1
53915,KittenKlawz,realDonaldTrump,RETWEET,1
53916,KittenTheOneAn1,michellemalkin,RETWEET,1
53917,Kitty00670663,SidneyPowell1,RETWEET,1
53918,Kitty02122736,realDonaldTrump,RETWEET,1
53919,Kirky861,iheartmindy,RETWEET,1
53920,Kirky861,LLinWood,RETWEET,1
53921,KonickeJulie,CodeMonkeyZ,RETWEET,1
53922,Kirky861,EmeraldRobinson,RETWEET,1
53923,KingsFull89,EmeraldRobinson,RETWEET,1
53924,KingsFull89,LLinWood,RETWEET,1
53925,KinkSpring,JaneLytv,RETWEET,1
53926,KinkSpring,mat,RETWEET,1
53927,Kinneas,Julia_Morgan_1,RETWEET,1
53928,Kippyssomature,Rothbard1776,RETWEET,1
53929,KipsVoice,larryelder,RETWEET,1
53930,KiraNitza,DontTreadOnMAGA,RETWEET,1
53931,Kiradiju,Barnes_Law,RETWEET,1
53932,Kirarozu,realDonaldTrump,RETWEET,1
53933,KirbsTwid,gatewaypundit,RETWEET,1
53934,KirbySc48233099,CodeMonkeyZ,RETWEET,1
53935,Kirchhan,JohnBasham,RETWEET,1
53936,Kirel31829999,CodeMonkeyZ,RETWEET,1
53937,Kirisame_Hisame,kawasoe0916,RETWEET,1
53938,KiritoKirto,BorisEP,RETWEET,1
53939,KiritoKirto,LouDobbs,RETWEET,1
53940,KiritoKirto,donaldrusso994,RETWEET,1
53941,KiritoKirto,groth1945,RETWEET,1
53942,KiritoKirto,rising_serpent,RETWEET,1
53943,Kiritoxhero,Ramnier,RETWEET,1
53944,Kirk6989,realDonaldTrump,RETWEET,1
53945,KirkWald,Rothbard1776,RETWEET,1
53946,Kirk_925,realDonaldTrump,RETWEET,1
53947,KirkendallCaleb,RealOmarNavarro,RETWEET,1
53948,KittyCa18601486,LLinWood,RETWEET,1
53949,KittyCa18601486,charliekirk11,RETWEET,1
53950,KittyCat11231,PolitiFact,RETWEET,1
53951,Kitty_Cat_Momma,realDonaldTrump,RETWEET,1
53952,KnipLs,LLinWood,RETWEET,1
53953,KnipeDrums,EmeraldRobinson,RETWEET,1
53954,KnowMor90426810,CodeMonkeyZ,RETWEET,1
53955,KnowlesYves,bluestein,RETWEET,1
53956,Knox32450036,SidneyPowell1,RETWEET,1
53957,KnoxvilleKC,marklevinshow,QUOTE,1
53958,Knuckle76134781,CodeMonkeyZ,RETWEET,1
53959,Knuckle76134781,charliekirk11,RETWEET,1
53960,KnuckleheadIma,jennycohn1,RETWEET,1
53961,Koala19241,realDonaldTrump,RETWEET,1
53962,KobelPaul,realDonaldTrump,RETWEET,1
53963,KochanDio369,gatewaypundit,RETWEET,1
53964,KochertTom,RealOmarNavarro,RETWEET,1
53965,KochertTom,gatewaypundit,RETWEET,1
53966,KocoTh,paulsperry_,RETWEET,1
53967,KodelaDeepak,realDonaldTrump,RETWEET,1
53968,Kodex51709114,EmeraldRobinson,RETWEET,1
53969,Koerper,charliekirk11,RETWEET,1
53970,KohNagao,masataka_ishida,RETWEET,1
53971,KokoColette,drwalker_rph,RETWEET,1
53972,KolAlf,RudyGiuliani,RETWEET,1
53973,Kolahkhood1,realDonaldTrump,RETWEET,1
53974,KolligirlNv4,KrakenWood,QUOTE,1
53975,KonTinMan,seanhannity,RETWEET,1
53976,Kong_yiji,charliekirk11,RETWEET,1
53977,Knighty_007,realDonaldTrump,RETWEET,1
53978,Knighty_007,LLinWood,RETWEET,1
53979,KnightmareBlog,charliekirk11,RETWEET,1
53980,Klickthedick,charliekirk11,RETWEET,1
53981,Kittybox1,GabrielSterling,RETWEET,1
53982,Kittybox1,jennycohn1,RETWEET,1
53983,KizerDuke,CodeMonkeyZ,RETWEET,1
53984,Kjg59175857,marklevinshow,QUOTE,1
53985,KjrMolon,CodeMonkeyZ,RETWEET,1
53986,Kkatthebeach1,LLinWood,RETWEET,1
53987,Kkay0529,JennaEllisEsq,RETWEET,1
53988,Kkay0529,LLinWood,RETWEET,1
53989,Klaus_von_G,realDonaldTrump,RETWEET,1
53990,Kldavey1,HowleyReporter,RETWEET,1
53991,Klickthedick,catturd2,RETWEET,1
53992,Klickthedick,chuckwoolery,RETWEET,1
53993,Knightkore,RealMattCouch,RETWEET,1
53994,KlistaReyes,realDonaldTrump,RETWEET,1
53995,KlttyWhiskers,breeadail,RETWEET,1
53996,KmrRife,CodeMonkeyZ,RETWEET,1
53997,KmrRife,SidneyPowell1,RETWEET,1
53998,KnabenshueTim,charliekirk11,RETWEET,1
53999,KnappAlyson,CodeMonkeyZ,RETWEET,1
54000,Knewhardt,gatewaypundit,RETWEET,1
54001,KnightAweigh,ElectionsCan_E,RETWEET,1
54002,KnightSummery,LLinWood,RETWEET,1
54003,KnightTimeVGK,KelemenCari,RETWEET,1
54004,Knightblade08,jennycohn1,RETWEET,1
54005,KerryG1016,GrahamAllen_1,RETWEET,1
54006,KerryG1016,EmeraldRobinson,RETWEET,1
54007,KarenKyia,AmyMek,RETWEET,1
54008,KathleenRitch18,EmeraldRobinson,RETWEET,1
54009,KathleenWeidma2,AndrewFeinberg,RETWEET,1
54010,Kathleen_Sweets,GregRubini,RETWEET,1
54011,KathrenRusinovi,CodeMonkeyZ,RETWEET,1
54012,KathrenRusinovi,JoeShikhman,RETWEET,1
54013,Kathryn83970251,GavinWax,RETWEET,1
54014,Kathryn83970251,Rothbard1776,RETWEET,1
54015,Kathryn83970251,lsferguson,RETWEET,1
54016,Kathryn91143458,KMCRadio,QUOTE,1
54017,KathrynFaulkn18,realDonaldTrump,RETWEET,1
54018,KathrynJane805,LLinWood,RETWEET,1
54019,Kathryncramer4,danielchaitin7,RETWEET,1
54020,Kathrynjeansays,CodeMonkeyZ,RETWEET,1
54021,Kathrynjeansays,EmeraldRobinson,RETWEET,1
54022,Kathrynjeansays,LaraLeaTrump,RETWEET,1
54023,Kathulu54,CodeMonkeyZ,RETWEET,1
54024,Kathy34835162,danielchaitin7,RETWEET,1
54025,KathyA70426555,WilfredHegg,RETWEET,1
54026,KathyAt82710852,chuckwoolery,RETWEET,1
54027,KathyBSchmitt,CodeMonkeyZ,RETWEET,1
54028,KathyBSchmitt,JustTheNews,RETWEET,1
54029,KathyBSchmitt,RandPaul,RETWEET,1
54030,KathyBelella,EmeraldRobinson,RETWEET,1
54031,KathyBelella,gatewaypundit,RETWEET,1
54032,KathyBrownKathy,WarnockWarrior,RETWEET,1
54033,KathyBrownKathy,jennycohn1,RETWEET,1
54034,KathleenRitch18,LLinWood,RETWEET,1
54035,KathleenMaePor1,CodeMonkeyZ,RETWEET,1
54036,KathyC97509733,clivebushjd,RETWEET,1
54037,KathleenKopp,SchmittNYC,RETWEET,1
54038,Kates11212love,EmeraldRobinson,RETWEET,1
54039,KateyDeee,charliekirk11,RETWEET,1
54040,KathCLeSage,JohnFetterman,RETWEET,1
54041,KatharineBD,ChuckCallesto,RETWEET,1
54042,Katheri47003054,EmeraldRobinson,RETWEET,1
54043,Katheri73214366,10903,RETWEET,1
54044,Katheri93664925,DineshDSouza,RETWEET,1
54045,KatherineMSimp2,TimRunsHisMouth,RETWEET,1
54046,KatherinePrusc1,CodeMonkeyZ,RETWEET,1
54047,KatherineRoseB7,jaketapper,RETWEET,1
54048,KathiCupidsmom,Rebashoenfelt1,RETWEET,1
54049,KathiCupidsmom,kelliekelly23,RETWEET,1
54050,Kathie1718,HowleyReporter,RETWEET,1
54051,Kathlee05699005,ChanelRion,RETWEET,1
54052,Kathlee57006424,KelemenCari,RETWEET,1
54053,Kathlee57006424,RealOmarNavarro,RETWEET,1
54054,Kathlee71068501,JackPosobiec,QUOTE,1
54055,Kathlee71068501,iheartmindy,RETWEET,1
54056,Kathlee79880773,charliekirk11,RETWEET,1
54057,Kathlee98974468,gatewaypundit,RETWEET,1
54058,KathleenAMoore,SchmittNYC,RETWEET,1
54059,KathleenCheste1,CodeMonkeyZ,RETWEET,1
54060,KathleenClayp11,gatewaypundit,RETWEET,1
54061,KathleenDoty,LLinWood,RETWEET,1
54062,KathleenKopp,DarnelSugarfoo,RETWEET,1
54063,KathyC97509733,DarnelSugarfoo,RETWEET,1
54064,KathyC97509733,gatewaypundit,RETWEET,1
54065,KerryG1016,ChuckCallesto,RETWEET,1
54066,KatieFr_inAZ39,CarrollQuigley1,RETWEET,1
54067,KatieFr_inAZ39,realDonaldTrump,RETWEET,1
54068,KatieJo49081831,CodeMonkeyZ,RETWEET,1
54069,KatieOH60143720,murray_nyc,RETWEET,1
54070,KatiePhernetton,patrickdmarley,RETWEET,1
54071,Katie_Hornor,SidneyPowell1,RETWEET,1
54072,Katiescarlet2,themarketswork,RETWEET,1
54073,Katiisms,gatewaypundit,RETWEET,1
54074,Katiuska75,realDonaldTrump,RETWEET,1
54075,Katjon04,CodeMonkeyZ,RETWEET,1
54076,KatlynTuck5,LLinWood,RETWEET,1
54077,Katrina5Mm,jennycohn1,RETWEET,1
54078,KatrinaRehfeldt,SidneyPowell1,RETWEET,1
54079,KatrinaYurenka,jaketapper,RETWEET,1
54080,Katrink91153137,CodeMonkeyZ,RETWEET,1
54081,Kats_Cache,RandPaul,RETWEET,1
54082,KatsuhikoTsuda,ChanelRion,RETWEET,1
54083,KattieMarean,CodeMonkeyZ,RETWEET,1
54084,KattieMarean,EmeraldRobinson,RETWEET,1
54085,KattieMarean,JDRucker,RETWEET,1
54086,KattieMarean,RandPaul,RETWEET,1
54087,KattieMarean,jessiprincey,RETWEET,1
54088,KattieMarean,stillgray,RETWEET,1
54089,Katvat77,samanthamarika1,QUOTE,1
54090,Katy1927,ChuckCallesto,RETWEET,1
54091,KatyVaux36,CodeMonkeyZ,RETWEET,1
54092,KatieFr_inAZ39,ChuckCallesto,RETWEET,1
54093,KatieFr25669147,gatewaypundit,RETWEET,1
54094,KathyCr04931249,marklevinshow,RETWEET,1
54095,KatieFr25669147,DavidJHarrisJr,RETWEET,1
54096,KathyCress,jennycohn1,RETWEET,1
54097,KathyFu74831979,Amy_Siskind,RETWEET,1
54098,KathyGifford14,DFBHarvard,RETWEET,1
54099,KathyGingerBro1,John_F_Kennnedy,QUOTE,1
54100,KathyKh65,charliekirk11,RETWEET,1
54101,KathyLaGrua,charliekirk11,RETWEET,1
54102,KathyLyBurkett,HowleyReporter,RETWEET,1
54103,KathySamira,SoCal4Trump,RETWEET,1
54104,KathySamira,breeadail,RETWEET,1
54105,KathySamira,charliekirk11,RETWEET,1
54106,KathySamira,gatewaypundit,RETWEET,1
54107,KathySamira,news_ntd,RETWEET,1
54108,KathySamira,realDonaldTrump,RETWEET,1
54109,KathySchanding,NoorBinLadin,RETWEET,1
54110,KathySchultheis,EmeraldRobinson,RETWEET,1
54111,KathyVurchio,LouDobbs,RETWEET,1
54112,KathyVurchio,gatewaypundit,RETWEET,1
