,Author,Thread Author,Engagement Type,frequency
26504,gcombs71,EmeraldRobinson,RETWEET,1
26505,gcombs71,HD283271,RETWEET,1
26506,rzrcat,LLinWood,RETWEET,1
26507,rzrcat,ConservativeTht,RETWEET,1
26508,gcraig010305,AWeissmann_,RETWEET,1
26509,gdaly6246,PAHouseGOP,RETWEET,1
26510,gdcox1,EmeraldRobinson,RETWEET,1
26511,gdcox1,RudyGiuliani,RETWEET,1
26512,gdcox1,charliekirk11,RETWEET,1
26513,gdcox1,realDonaldTrump,RETWEET,1
26514,gemdb1,DavidJHarrisJr,RETWEET,1
26515,gemelinda,themarketswork,RETWEET,1
26516,gbeach2106,TX_WalkerRanger,RETWEET,1
26517,georgekwong2,RedWingGrips,RETWEET,1
26518,geo_hazel,stillgray,RETWEET,1
26519,geoff9cow,bluestein,RETWEET,1
26520,geoffre_de,brunolp30,RETWEET,1
26521,geoluvgolf,EmeraldRobinson,RETWEET,1
26522,geoluvgolf,LLinWood,RETWEET,1
26523,geoluvgolf,Millie__Weaver,RETWEET,1
26524,geopolytica,pnjaban,RETWEET,1
26525,geordiedentist,ThePlumLineGS,RETWEET,1
26526,georg_dreyman,EmeraldRobinson,RETWEET,1
26527,georgecc84,RudyGiuliani,RETWEET,1
26528,georgehenryw,LouDobbs,RETWEET,1
26529,georgel94712641,LouDobbs,RETWEET,1
26530,geo_hazel,realDonaldTrump,RETWEET,1
26531,georgel94712641,yohiobaseball,RETWEET,1
26532,georgep19124177,LLinWood,RETWEET,1
26533,georgep19124177,charliekirk11,RETWEET,1
26534,georgep3438,LLinWood,RETWEET,1
26535,rzajac11,RepMattGaetz,RETWEET,1
26536,georgewl1,SidneyPowell1,RETWEET,1
26537,georgiaspur,realDonaldTrump,RETWEET,1
26538,georgiodecorati,SidneyPowell1,RETWEET,1
26539,geoti1,aino87445630,RETWEET,1
26540,geotilley,InfidelAngela,RETWEET,1
26541,geotilley,andrewbostom,RETWEET,1
26542,geo_hazel,stephphilip8,RETWEET,1
26543,geo_b42,peterbakernyt,RETWEET,1
26544,gemma14485914,EmeraldRobinson,RETWEET,1
26545,gennaro91435455,KelemenCari,RETWEET,1
26546,gemmameloni,realDonaldTrump,RETWEET,1
26547,gena_altheide,michellemalkin,RETWEET,1
26548,gene_comp,CodeMonkeyZ,RETWEET,1
26549,generatesincome,EmeraldRobinson,RETWEET,1
26550,genesbonds,EmeraldRobinson,RETWEET,1
26551,genesharpccs,isonmayu,RETWEET,1
26552,genevafall,EmeraldRobinson,RETWEET,1
26553,genevieve309,realDonaldTrump,RETWEET,1
26554,geniabooks,realDonaldTrump,QUOTE,1
26555,geninrising,BobSpindell,RETWEET,1
26556,rzib,realDonaldTrump,RETWEET,1
26557,gennaro91435455,RepMattGaetz,RETWEET,1
26558,geo14falotico,rosapantin1301,RETWEET,1
26559,gennut,Tomo20309138,RETWEET,1
26560,gennut,danielchaitin7,RETWEET,1
26561,geno101959,charliekirk11,RETWEET,1
26562,genocsp,realDonaldTrump,RETWEET,1
26563,genraybarlandia,EmeraldRobinson,RETWEET,1
26564,genraybarlandia,HowleyReporter,RETWEET,1
26565,gentile72,marklevinshow,RETWEET,1
26566,genuinespaceboy,LouDobbs,RETWEET,1
26567,geo14falotico,JamesNavaCom,RETWEET,1
26568,geo14falotico,LLinWood,RETWEET,1
26569,geo14falotico,Ramnier,RETWEET,1
26570,gbeach2106,dochartdc,RETWEET,1
26571,gbeach2106,EagleEdMartin,RETWEET,1
26572,glenideta,DavidJHarrisJr,RETWEET,1
26573,garjen99,catturd2,RETWEET,1
26574,garcig04,LLinWood,RETWEET,1
26575,gardenergal61,BarnettforAZ,RETWEET,1
26576,gardenergal61,charliekirk11,RETWEET,1
26577,gardenergal61,iheartmindy,RETWEET,1
26578,gardengoddess11,rising_serpent,RETWEET,1
26579,gardenina,BreitbartNews,RETWEET,1
26580,gardn_whisperer,BillH1059,RETWEET,1
26581,gardn_whisperer,realDonaldTrump,RETWEET,1
26582,gardner_r,ddale8,RETWEET,1
26583,garik16,jacknicas,RETWEET,1
26584,gariumeee,realDonaldTrump,RETWEET,1
26585,garkeinding,craigaroo,RETWEET,1
26586,garciabanchs,Rumbo_Libertad,RETWEET,1
26587,garl209recruit,gatewaypundit,RETWEET,1
26588,garod2204,OANN,RETWEET,1
26589,garod2204,davereaboi,RETWEET,1
26590,garouneko,danielchaitin7,RETWEET,1
26591,garrett_shortt,realDonaldTrump,RETWEET,1
26592,garrison_james,JDRucker,RETWEET,1
26593,garrison_james,gummibear737,RETWEET,1
26594,garry65681995,paulsperry_,RETWEET,1
26595,garth_mathews,JordanSchachtel,RETWEET,1
26596,gary25393283,LLinWood,RETWEET,1
26597,gary32037035,LLinWood,RETWEET,1
26598,garciabanchs,humbertotweets,RETWEET,1
26599,garciaabravoo,Rumbo_Libertad,RETWEET,1
26600,s1noVORkQNfddQ9,danielchaitin7,RETWEET,1
26601,s3bland57,bluestein,RETWEET,1
26602,gallego_conchi,Ramnier,RETWEET,1
26603,s4gfUeQ2p396pZ6,KelemenCari,RETWEET,1
26604,galnolabebu,laurenboebert,RETWEET,1
26605,galojf,allanldsantos,RETWEET,1
26606,galts1teaparty,LLinWood,RETWEET,1
26607,galts1teaparty,RedWingGrips,RETWEET,1
26608,gama57673387,massi13631,RETWEET,1
26609,s3xFK2mGGjO73jo,realDonaldTrump,RETWEET,1
26610,gambi_c,RudyGiuliani,RETWEET,1
26611,gamdh_northga,CodeMonkeyZ,RETWEET,1
26612,gamdh_northga,LLinWood,RETWEET,1
26613,game_changer1,RedWingGrips,RETWEET,1
26614,garbo1014,kylenabecker,RETWEET,1
26615,game_changer1,TX_WalkerRanger,RETWEET,1
26616,game_changer1,catturd2,RETWEET,1
26617,Sethro_tull_556,TX_WalkerRanger,RETWEET,1
26618,gameoverulose,SlimKAG,RETWEET,1
26619,gameoverulose,gatewaypundit,RETWEET,1
26620,gamezmicheller,realDonaldTrump,RETWEET,1
26621,ganders1,LouDobbs,RETWEET,1
26622,ganimedes69m,omarbula,RETWEET,1
26623,ganuco2,realDonaldTrump,RETWEET,1
26624,gaojiejie888,RudyGiuliani,RETWEET,1
26625,gapfiller99,DarnelSugarfoo,RETWEET,1
26626,gary32037035,gatewaypundit,RETWEET,1
26627,gary9758,JohnBasham,RETWEET,1
26628,gb_lmt,EmeraldRobinson,RETWEET,1
26629,gaugaudon,realDonaldTrump,RETWEET,1
26630,gator4272,brunolp30,RETWEET,1
26631,gator4kb18,marklevinshow,RETWEET,1
26632,gator95377777,charliekirk11,RETWEET,1
26633,gatorJuJu,CodeMonkeyZ,RETWEET,1
26634,gatorJuJu,SidneyPowell1,RETWEET,1
26635,gatorpastor,iheartmindy,RETWEET,1
26636,s0nny929,CodeMonkeyZ,RETWEET,1
26637,gatorsalways,LLinWood,RETWEET,1
26638,gatorsgirl80,EmeraldRobinson,RETWEET,1
26639,gaturrrrazo,Ramnier,RETWEET,1
26640,gaugaudon,LLinWood,RETWEET,1
26641,gauvin_vincent,LLinWood,RETWEET,1
26642,gatita_bonita_s,LouDobbs,RETWEET,1
26643,gavilancolorao,FernandoAmandi,RETWEET,1
26644,gavilancolorao,Ramnier,RETWEET,1
26645,gavinloop,HowleyReporter,RETWEET,1
26646,gawakenin1,LLinWood,RETWEET,1
26647,gawakenin1,realDonaldTrump,RETWEET,1
26648,gayane_i,CodeMonkeyZ,RETWEET,1
26649,gayleelynn,AWeissmann_,RETWEET,1
26650,gazwilko69,realDonaldTrump,RETWEET,1
26651,gb7777pg,LLinWood,RETWEET,1
26652,gb7777pg,LouDobbs,RETWEET,1
26653,gb7777pg,charliekirk11,RETWEET,1
26654,gatitacanela,CodeMonkeyZ,RETWEET,1
26655,gatergirlkansas,TownsendTalker,RETWEET,1
26656,gary9758,Rothbard1776,RETWEET,1
26657,garyhutchens,iheartmindy,RETWEET,1
26658,gary9758,dupsmn,RETWEET,1
26659,gary9758,gatewaypundit,RETWEET,1
26660,gary_aleta,EmeraldRobinson,RETWEET,1
26661,gary_mcgurk,charliekirk11,RETWEET,1
26662,gary_roell,LLinWood,RETWEET,1
26663,garyelam23,EmeraldRobinson,RETWEET,1
26664,garyguo24513314,KanekoaTheGreat,RETWEET,1
26665,garyhay2,ChanelRion,RETWEET,1
26666,garyhay2,LLinWood,RETWEET,1
26667,garyhay2,TeamTrump,RETWEET,1
26668,garyhumble,realDonaldTrump,RETWEET,1
26669,garymwheel,charliekirk11,RETWEET,1
26670,gatergirlkansas,RepMattGaetz,RETWEET,1
26671,garymwheel,michaeljohns,RETWEET,1
26672,garyonwater,mikehermus,RETWEET,1
26673,garypnuss1,marklevinshow,RETWEET,1
26674,garyscotlad1,CodeMonkeyZ,RETWEET,1
26675,garystout16,acnewsitics,RETWEET,1
26676,gasiber,LLinWood,RETWEET,1
26677,gatanotoa29,realDonaldTrump,RETWEET,1
26678,gate44a7,EmeraldRobinson,RETWEET,1
26679,gatergirlkansas,1stamendpat,RETWEET,1
26680,gatergirlkansas,CodeMonkeyZ,RETWEET,1
26681,gatergirlkansas,LLinWood,RETWEET,1
26682,gera23_vega,LLinWood,RETWEET,1
26683,geraldopriorie1,OANN,RETWEET,1
26684,geraldpynch1,realDonaldTrump,RETWEET,1
26685,ginnyweir,kylenabecker,RETWEET,1
26686,gingerburg1,HowleyReporter,RETWEET,1
26687,gingertealkp,catturd2,RETWEET,1
26688,gingin21,jennycohn1,RETWEET,1
26689,ryoung3069,PrisonPlanet,RETWEET,1
26690,gingy_t,RedWingGrips,RETWEET,1
26691,gingy_t,charliekirk11,RETWEET,1
26692,gini_buss,CodeMonkeyZ,RETWEET,1
26693,gini_buss,EmeraldRobinson,RETWEET,1
26694,ginja0,justinbaragona,RETWEET,1
26695,ginnygmc,LLinWood,RETWEET,1
26696,ginnymom911,KanekoaTheGreat,RETWEET,1
26697,ginryuuou2,naoyafujiwara,RETWEET,1
26698,ginger_lozza,charliekirk11,RETWEET,1
26699,ginsightstest,realDonaldTrump,RETWEET,1
26700,gintas821123,TX_WalkerRanger,RETWEET,1
26701,ginthegin,dolphinfish55,RETWEET,1
26702,ginza_estate,MichaelCoudrey,RETWEET,1
26703,ginza_estate,kawasoe0916,RETWEET,1
26704,giothakingo157,CodeMonkeyZ,RETWEET,1
26705,giothakingo157,LarrySchweikart,RETWEET,1
26706,giothakingo157,andrewbostom,RETWEET,1
26707,giovannamanno53,KelemenCari,RETWEET,1
26708,giovannella58,g_occhionero,RETWEET,1
26709,gir_sus,jennycohn1,RETWEET,1
26710,ginger_manuel,9NEWSNANCY,RETWEET,1
26711,ginflower,lawyer4laws,RETWEET,1
26712,girasol0626,Ramnier,RETWEET,1
26713,gilmendoza51,PandaTribune,RETWEET,1
26714,gidget0381,HowleyReporter,RETWEET,1
26715,gifuoh,grace_panetta,RETWEET,1
26716,gig_willy,CodeMonkeyZ,RETWEET,1
26717,gigi419,TeamTrump,RETWEET,1
26718,gigi419,kylenabecker,RETWEET,1
26719,gigi_for_r_c,pepesgrandma,RETWEET,1
26720,gil3dp,POTUS_Trump_ESP,RETWEET,1
26721,gilber2211,MaihenH,RETWEET,1
26722,gildelatourett,brunolp30,RETWEET,1
26723,gill22931,LLinWood,RETWEET,1
26724,gill22931,realDonaldTrump,RETWEET,1
26725,gimme_shelter20,AOECOIN,RETWEET,1
26726,ginesa1,Ramnier,RETWEET,1
26727,gimme_somemoore,JDRucker,RETWEET,1
26728,gin_gin818,SidneyPowell1,RETWEET,1
26729,ginabella,AugustTakala,RETWEET,1
26730,ginaginaDP,danielchaitin7,RETWEET,1
26731,ginalazarus153,EmeraldRobinson,RETWEET,1
26732,ginalazarus153,themarketswork,RETWEET,1
26733,ginaqueen131620,CNNPolitics,RETWEET,1
26734,ryukamijyou,miya397156651,RETWEET,1
26735,ginasfia,DavidJHarrisJr,RETWEET,1
26736,ginasfia,HeshmatAlavi,RETWEET,1
26737,ginasfia,RepMattGaetz,RETWEET,1
26738,giraffe31284042,realDonaldTrump,RETWEET,1
26739,girasol0626,RealOmarNavarro,RETWEET,1
26740,geralynann,realDonaldTrump,RETWEET,1
26741,gkirschner91,charliekirk11,RETWEET,1
26742,gjdrya,kylenabecker,RETWEET,1
26743,gjteeta,kylegriffin1,RETWEET,1
26744,gjweatherstone,Rothbard1776,RETWEET,1
26745,gjweatherstone,charliekirk11,RETWEET,1
26746,gjysta,CodeMonkeyZ,RETWEET,1
26747,gjysta,JMichaelWaller,RETWEET,1
26748,gkaNYC,paulsperry_,RETWEET,1
26749,gkb59,JaneLytv,RETWEET,1
26750,ryou_oikawa,miya397156651,RETWEET,1
26751,gkcfan21,LLinWood,RETWEET,1
26752,gkennedy023,charliekirk11,RETWEET,1
26753,ryou4411,SMNF_com,RETWEET,1
26754,gizzard_chicken,Rothbard1776,RETWEET,1
26755,gladysm29,RudyGiuliani,RETWEET,1
26756,glamroxoxo,MichaelCoudrey,RETWEET,1
26757,glangendorf01,lindyli,RETWEET,1
26758,glassspy,mtgreenee,RETWEET,1
26759,glassspy,realDonaldTrump,RETWEET,1
26760,glc_japan,SidneyPowell1,RETWEET,1
26761,glcolson,PAHouseGOP,RETWEET,1
26762,glcolson,seanhannity,RETWEET,1
26763,glenda2shoes,ChuckCallesto,RETWEET,1
26764,glenda2shoes,CodeMonkeyZ,RETWEET,1
26765,glenda48187463,Bret_Sears,RETWEET,1
26766,ryou_oikawa,realDonaldTrump,RETWEET,1
26767,gizzard_chicken,DavidJHarrisJr,RETWEET,1
26768,girasoleslibres,realDonaldTrump,RETWEET,1
26769,girlmichal515,CodeMonkeyZ,RETWEET,1
26770,giridharnp,AZGOP,RETWEET,1
26771,girijasp,TeamTrump,RETWEET,1
26772,girl4523,ChuckCallesto,RETWEET,1
26773,girl_gabbing,NetworksManager,RETWEET,1
26774,girl_gabbing,realDonaldTrump,RETWEET,1
26775,girl_pacino,LLinWood,RETWEET,1
26776,girlallamerica2,SexCounseling,RETWEET,1
26777,girlbrainpower,GoatNunes,RETWEET,1
26778,girlfriday261,marklevinshow,RETWEET,1
26779,girlfriday261,realDonaldTrump,RETWEET,1
26780,girlfromoz1,gatewaypundit,RETWEET,1
26781,girlmichal515,EmeraldRobinson,RETWEET,1
26782,gizmorite3,_ROB_29,RETWEET,1
26783,girlmom007,realDonaldTrump,RETWEET,1
26784,girlnextdior2,TeamTrump,RETWEET,1
26785,girlwit63117366,MatteaMerta,RETWEET,1
26786,girlyroro,RealMattCouch,RETWEET,1
26787,girlyroro,iheartmindy,RETWEET,1
26788,gisselew,LouDobbs,RETWEET,1
26789,gitdanet,realDonaldTrump,RETWEET,1
26790,ryougenkurasawa,LLinWood,RETWEET,1
26791,giunox,charliekirk11,RETWEET,1
26792,give_pauline,JustVent6,RETWEET,1
26793,gizelle_galvao,opropriofaka,RETWEET,1
26794,gideonpekun,smartmatic,RETWEET,1
26795,gideonmontag,andrewbostom,RETWEET,1
26796,gibson_medley,CodeMonkeyZ,RETWEET,1
26797,getbusy5,iheartmindy,RETWEET,1
26798,gerrybuddy,JebBush,QUOTE,1
26799,gerrygadget,EpochTimes,RETWEET,1
26800,gerrygadget,JennaEllisEsq,RETWEET,1
26801,gerryhofland,PandaTribune,RETWEET,1
26802,gerryhofland,paulsperry_,RETWEET,1
26803,gertigert45,gatewaypundit,RETWEET,1
26804,gertigert45,joesanders33,RETWEET,1
26805,gervomass829,realDonaldTrump,RETWEET,1
26806,get2whatsreal,SolomonYue,RETWEET,1
26807,get_a_griff_,nytimes,RETWEET,1
26808,getbusy5,HD283271,RETWEET,1
26809,getliquidized,EpochTimes,RETWEET,1
26810,gerpaq44,megaritaville2,RETWEET,1
26811,getliquidized,SexCounseling,RETWEET,1
26812,getliquidized,lawyer4laws,RETWEET,1
26813,getmyemail1,JoeShikhman,RETWEET,1
26814,getmyemail1,RedWingGrips,RETWEET,1
26815,getmyemail1,RepMattGaetz,RETWEET,1
26816,getmygoat1,CodeMonkeyZ,RETWEET,1
26817,getmygoat1,EmeraldRobinson,RETWEET,1
26818,getthenet145,EmeraldRobinson,RETWEET,1
26819,getthenet145,PAHouseGOP,RETWEET,1
26820,getthenet145,rising_serpent,RETWEET,1
26821,gettingclose2Mi,joyreaper,RETWEET,1
26822,gerrybhoy007,MatthewBoedy,RETWEET,1
26823,germarykelly,realDonaldTrump,RETWEET,1
26824,gibson_marianne,kylegriffin1,RETWEET,1
26825,gerardo_caldera,Ramnier,RETWEET,1
26826,geranthony2,SoCal4Trump,RETWEET,1
26827,geranthony2,iheartmindy,RETWEET,1
26828,gerard08666763,gatewaypundit,QUOTE,1
26829,gerard333,catturd2,RETWEET,1
26830,gerard333,charliekirk11,RETWEET,1
26831,gerard333,jjauthor,RETWEET,1
26832,gerard8_g,realDonaldTrump,RETWEET,1
26833,gerardamo2,CodeMonkeyZ,RETWEET,1
26834,gerardamo2,realDonaldTrump,RETWEET,1
26835,gerardamo2,themarketswork,RETWEET,1
26836,rzajac11,NikolovScience,RETWEET,1
26837,gerardo_caldera,realDonaldTrump,RETWEET,1
26838,germanstation,realDonaldTrump,RETWEET,1
26839,gerardoperezsab,Rumbo_Libertad,RETWEET,1
26840,gerbean99,ElectionsCan_E,RETWEET,1
26841,gereuncatali,CodeMonkeyZ,RETWEET,1
26842,gergabyte,CodeMonkeyZ,RETWEET,1
26843,gerguts,SchmittNYC,RETWEET,1
26844,gerkius,LLinWood,RETWEET,1
26845,gerkius,realDonaldTrump,RETWEET,1
26846,germadelphia,charliekirk11,RETWEET,1
26847,germana404,ChanelRion,RETWEET,1
26848,germana404,RealMattCouch,RETWEET,1
26849,germanperezn,LouDobbs,RETWEET,1
26850,gettinready4god,gatewaypundit,RETWEET,1
26851,getvertical86,JoeShikhman,RETWEET,1
26852,getvertical86,LLinWood,RETWEET,1
26853,ghostrealdonald,EmeraldRobinson,RETWEET,1
26854,ghchili,jennycohn1,RETWEET,1
26855,ryutaro30766577,naoyafujiwara,RETWEET,1
26856,gherkindill11,Cernovich,RETWEET,1
26857,ghollovary,ElectionSauce,RETWEET,1
26858,ryukyukengus,RudyGiuliani,RETWEET,1
26859,ghood19,RudyGiuliani,RETWEET,1
26860,ghosh121,GreatGameIndia,RETWEET,1
26861,ghostOFjimmyV,EmeraldRobinson,RETWEET,1
26862,ghostboy49,TX_WalkerRanger,RETWEET,1
26863,ghostli27692520,chuckwoolery,RETWEET,1
26864,ghostofvangogh1,laurenboebert,RETWEET,1
26865,ghostscoob,realDonaldTrump,RETWEET,1
26866,getvertical86,RedWingGrips,RETWEET,1
26867,ghostwolfman,charliekirk11,RETWEET,1
26868,ghtbulb,Pilotmike787,RETWEET,1
26869,ghunter1122,sbalcerac,RETWEET,1
26870,giMbOiD999,CodeMonkeyZ,RETWEET,1
26871,giMbOiD999,danielchaitin7,RETWEET,1
26872,giallonarciso,realDonaldTrump,RETWEET,1
26873,gian_lauro,DavidJHarrisJr,RETWEET,1
26874,gianfrancobogi,realDonaldTrump,RETWEET,1
26875,giank03,Ramnier,RETWEET,1
26876,gianlucalaterza,NikolovScience,RETWEET,1
26877,gianluigiross,jennycohn1,RETWEET,1
26878,ryuusibunn,realDonaldTrump,RETWEET,1
26879,ggprez,themarketswork,RETWEET,1
26880,ggprez,marklevinshow,RETWEET,1
26881,ggprez,gatewaypundit,RETWEET,1
26882,gevaltech,CodeMonkeyZ,RETWEET,1
26883,gewalk11,EmeraldRobinson,RETWEET,1
26884,gezamario,DineshDSouza,RETWEET,1
26885,gfcracker,EmeraldRobinson,RETWEET,1
26886,gfcracker,LLinWood,RETWEET,1
26887,gfcracker,lanningkl,RETWEET,1
26888,gfguy710,CodeMonkeyZ,RETWEET,1
26889,ryzanexe,charliekirk11,RETWEET,1
26890,gfguy710,JoeShikhman,RETWEET,1
26891,gfguy710,gatewaypundit,RETWEET,1
26892,gfl_david,ChuckCallesto,RETWEET,1
26893,gflowerss97_,BreitbartNews,RETWEET,1
26894,gforcesoccer,charliekirk11,RETWEET,1
26895,ggary59,EmeraldRobinson,RETWEET,1
26896,ggbatlb,CodeMonkeyZ,RETWEET,1
26897,ggcamp14,gatewaypundit,RETWEET,1
26898,ggcbalducci,Ramnier,RETWEET,1
26899,ggfd19910248,realDonaldTrump,RETWEET,1
26900,gggnarly1,CodeMonkeyZ,RETWEET,1
26901,ggpamapawley,CodeMonkeyZ,RETWEET,1
26902,ggprez,HowleyReporter,RETWEET,1
26903,ggprez,KelemenCari,RETWEET,1
26904,ggprez,TheLastRefuge2,RETWEET,1
26905,jbparrott724,charliekirk11,RETWEET,1
26906,jbrobertson41,LLinWood,RETWEET,1
26907,lesleylyon7,BorisEP,RETWEET,1
26908,khguidry01,Malcolm_fleX48,RETWEET,1
26909,kgsuns,realDonaldTrump,RETWEET,1
26910,kha1158,GreatGameIndia,RETWEET,1
26911,khaled055455,realDonaldTrump,RETWEET,1
26912,rottrider,RealMattCouch,RETWEET,1
26913,khalilah1,AWeissmann_,RETWEET,1
26914,khanbrexit,gatewaypundit,RETWEET,1
26915,kheatherbrown,TheRealKeean,RETWEET,1
26916,kheatherbrown,gatewaypundit,RETWEET,1
26917,khex44,CRRJA5,RETWEET,1
26918,khex44,SidneyPowell1,RETWEET,1
26919,khguidry01,9NEWSNANCY,RETWEET,1
26920,khmtoday2,EmeraldRobinson,RETWEET,1
26921,kgsuns,DineshDSouza,RETWEET,1
26922,khmtoday2,gatewaypundit,RETWEET,1
26923,khojastehbahar1,charliekirk11,RETWEET,1
26924,khoshvaghtam,realDonaldTrump,RETWEET,1
26925,khudsonUSA,EmeraldRobinson,RETWEET,1
26926,khughbreslin,jennycohn1,RETWEET,1
26927,khuntertx,OANN,RETWEET,1
26928,khuntertx,RealErinCruz,RETWEET,1
26929,kiJJ5rUtzskorNC,LLinWood,RETWEET,1
26930,kia1120,CodeMonkeyZ,RETWEET,1
26931,kiannav11,realDonaldTrump,RETWEET,1
26932,kiapolo808,jaketapper,RETWEET,1
26933,kgsuns,gatewaypundit,RETWEET,1
26934,kgplus2,SoCal4Trump,RETWEET,1
26935,kiatt001,libertysquirt,RETWEET,1
26936,kfowlerhunt,Atlantiso1,RETWEET,1
26937,kezia_souz,RudyGiuliani,RETWEET,1
26938,kferzoco_kathy,EmeraldRobinson,RETWEET,1
26939,kferzoco_kathy,SCmusic82,RETWEET,1
26940,rottrider,SchmittNYC,RETWEET,1
26941,kfjelsted,NanHayworth,RETWEET,1
26942,kfjelsted,RealMattCouch,RETWEET,1
26943,kfjelsted,gatewaypundit,RETWEET,1
26944,kfkeys,ReallyReene,RETWEET,1
26945,kfkeys,fettjango7,RETWEET,1
26946,kfmonahan,RedWingGrips,RETWEET,1
26947,kfocht1,ChanelRion,RETWEET,1
26948,kfowlerhunt,EmeraldRobinson,RETWEET,1
26949,kgplus2,AZGOP,RETWEET,1
26950,kfowlerhunt,EpochTimes,RETWEET,1
26951,kfowlerhunt,jsolomonReports,RETWEET,1
26952,kfred711,RealMattCouch,RETWEET,1
26953,kfud1011,TheRealKeean,RETWEET,1
26954,kgcole1965,realDonaldTrump,RETWEET,1
26955,kgentrykiki,acnewsitics,RETWEET,1
26956,kggoldy,realDonaldTrump,RETWEET,1
26957,kgirl921,NicAtNigh,RETWEET,1
26958,kgirl921,realDonaldTrump,RETWEET,1
26959,kgmde,dcexaminer,RETWEET,1
26960,kgn_ashfaq,ElectionsCan_E,RETWEET,1
26961,kiatt001,kylenabecker,RETWEET,1
26962,kida_hiroyuki,CodeMonkeyZ,RETWEET,1
26963,keyo513,LLinWood,RETWEET,1
26964,kilroy777,CodeMonkeyZ,RETWEET,1
26965,killaz306,CodeMonkeyZ,RETWEET,1
26966,killercantseeit,CodeMonkeyZ,RETWEET,1
26967,killercantseeit,JillRTeamXRP,RETWEET,1
26968,killercantseeit,gatewaypundit,RETWEET,1
26969,killermillergta,marklevinshow,RETWEET,1
26970,killermillergta,realDonaldTrump,RETWEET,1
26971,killerpony159,kylenabecker,RETWEET,1
26972,killinskin,LouDobbs,RETWEET,1
26973,killsciencecol1,RealScarey,RETWEET,1
26974,kiloloyc,EmeraldRobinson,RETWEET,1
26975,kiloromeo9,EmeraldRobinson,RETWEET,1
26976,kim16368423,realDonaldTrump,RETWEET,1
26977,rotinerar,Ramnier,RETWEET,1
26978,kim47957498,CodeMonkeyZ,RETWEET,1
26979,kim47957498,RedWingGrips,RETWEET,1
26980,kim6305,EmeraldRobinson,RETWEET,1
26981,kim6305,LLinWood,RETWEET,1
26982,kim68452,BreitbartNews,RETWEET,1
26983,kim8629,danielchaitin7,RETWEET,1
26984,kim_4VOLS,CodeMonkeyZ,RETWEET,1
26985,kim_4VOLS,KelemenCari,RETWEET,1
26986,kim__foxy,charliekirk11,RETWEET,1
26987,kim__foxy,realDonaldTrump,RETWEET,1
26988,kimaholcomb,charliekirk11,RETWEET,1
26989,kilig55,elisa1121,RETWEET,1
26990,kikilauridsen,iheartmindy,RETWEET,1
26991,rottiefreek,EricMMatheny,RETWEET,1
26992,kierkegod,rainnwilson,RETWEET,1
26993,rottenbanana101,RealSamFaddis,RETWEET,1
26994,kiddmomma,RandPaul,RETWEET,1
26995,kiddmomma,TeamTrump,RETWEET,1
26996,kiddmomma,rising_serpent,RETWEET,1
26997,kidgolferman,groth1945,RETWEET,1
26998,kidgorg,brithume,RETWEET,1
26999,kidlitwriter59,SexCounseling,RETWEET,1
27000,kidlitwriter59,deanknudson,RETWEET,1
27001,kiefensofoy,HeshmatAlavi,RETWEET,1
27002,kiefensofoy,TX_WalkerRanger,RETWEET,1
27003,kiely_leo,laralogan,RETWEET,1
27004,kierrereeg,charliekirk11,RETWEET,1
27005,kikilauridsen,Rothbard1776,RETWEET,1
27006,kierstenj,gregorya57,RETWEET,1
27007,kietakieta,realDonaldTrump,RETWEET,1
27008,kihiruchan,RudyGiuliani,RETWEET,1
27009,kike230,ApokalypseBeard,RETWEET,1
27010,kikegarciaonli,realDonaldTrump,RETWEET,1
27011,kikegav84653750,SchmittNYC,RETWEET,1
27012,rottaerkki,charliekirk11,RETWEET,1
27013,rotinerar,realDonaldTrump,RETWEET,1
27014,kikegav84653750,jennybethm,RETWEET,1
27015,kiki1207kiko,realDonaldTrump,RETWEET,1
27016,kikilauridsen,RedWingGrips,RETWEET,1
27017,keystoneskiing,realDonaldTrump,RETWEET,1
27018,keylakia,DrPaulGosar,RETWEET,1
27019,kimak,PAHouseGOP,RETWEET,1
27020,kenpgentry,realDonaldTrump,RETWEET,1
27021,kenkerr,RealBrysonGray,RETWEET,1
27022,kenkircher1,jennycohn1,RETWEET,1
27023,kenkofukyo,CodeMonkeyZ,RETWEET,1
27024,kenlog_net,LLinWood,RETWEET,1
27025,kenmesser,tom_trotts,RETWEET,1
27026,kennabozek,realDonaldTrump,RETWEET,1
27027,kenneth1997730,realDonaldTrump,RETWEET,1
27028,kenneth_gilpin,charliekirk11,RETWEET,1
27029,kennethmallor16,LouDobbs,RETWEET,1
27030,kenniciagreg,pnjaban,RETWEET,1
27031,kennyscott1952,CRRJA5,RETWEET,1
27032,kenta_dappy,kawasoe0916,RETWEET,1
27033,kenji556,RudyGiuliani,RETWEET,1
27034,kentmail1,CodeMonkeyZ,RETWEET,1
27035,kentpg,DclareDiane,RETWEET,1
27036,kentpg,dhrxsol1234,RETWEET,1
27037,kentsavage,bluestein,RETWEET,1
27038,roughcreek44,jsolomonReports,RETWEET,1
27039,kentskinner,AWeissmann_,RETWEET,1
27040,kentthonlo,LaraLeaTrump,RETWEET,1
27041,kentthonlo,LouDobbs,RETWEET,1
27042,kentthonlo,charliekirk11,RETWEET,1
27043,kentthonlo,dochartdc,RETWEET,1
27044,kentwilliam94,AZGOP,RETWEET,1
27045,kenkerr,EmeraldRobinson,RETWEET,1
